,actor_id,login,name,email,bio,type,followers,following,tfidf_similarity,counts_of_activity,counts_of_issue,counts_of_pull_request,counts_of_repository,counts_of_commit,counts_of_active_day,periodicity_of_activities,counts_of_connection_account,median_response_time,label
2308,4121,0,0,0,0,0,286,0,0.009493093,743,82,166,102,393,57,0.362457794,27,17616.875,Human
2309,5039531,0,0,0,0,0,10,3,0.021489762,374,41,183,54,96,40,0.362431617,13,2976.6,Human
2310,1760158,0,0,0,0,0,0,0,0.0,176,139,2,13,22,84,0.362419647,11,1153.922078,Human
2311,322311,0,0,0,0,0,719,2,0.0,10474,3674,3780,978,2037,335,0.362392147,167,144336.6316,Human
2312,3659962,0,0,0,0,0,9,3,0.0,1124,114,358,122,530,140,0.362377635,27,7902.770115,Human
2313,23727670,0,0,0,0,0,527,41,0.010078948,15583,411,78,650,14434,361,0.362319129,44,89972.94521,Human
2314,3855273,0,0,0,0,0,43,0,0.0,4353,622,824,704,2160,334,0.362247686,7,6564.395349,Human
2315,59544401,0,0,0,0,0,22,22,0.014340578,2252,696,653,412,489,276,0.362226518,30,4005.282051,Human
2316,1410427,0,0,0,0,0,41,29,0.006379579,5314,368,1718,1164,2059,260,0.362198345,14,23941.8,Human
2317,1075274,0,0,0,0,0,261,0,0.010962805,8649,989,1934,334,5356,355,0.362137314,27,8739.727273,Human
2318,5562528,0,0,0,0,0,995,65,0.0,5325,314,1826,671,2429,307,0.362130755,13,215813.55,Human
2319,7634596,0,0,0,0,0,8,0,0.024613195,89,35,16,15,23,32,0.362105947,12,20607.88462,Human
2320,1149230,0,0,0,0,0,141,0,0.018266794,436,86,15,173,162,142,0.362060727,9,35484.22222,Human
2321,6364311,0,0,0,0,0,1,21,0.012083949,654,24,254,82,294,109,0.362001073,15,4215.5,Human
2322,46186,0,0,0,0,0,163,179,0.0,7328,950,2848,964,2519,319,0.36196805,58,23596.90698,Human
2323,50421786,0,0,0,0,0,3,1,0.013480145,303,8,180,18,96,42,0.361888298,13,22385.0,Human
2324,36894700,0,0,0,0,0,541,33,0.0,4368,1502,1037,557,1215,298,0.361810422,79,19157.30233,Human
2325,3312245,0,0,0,0,0,5,1,0.0,337,47,109,49,132,76,0.361656239,17,10317.90244,Human
2326,1947882,0,0,0,0,0,77,215,0.0,4962,994,671,351,2883,356,0.361617471,24,54235.0,Human
2327,356921,0,0,0,0,0,141,9,0.013603968,12477,49,8,6,12406,75,0.361608669,1,33971.44444,Human
2328,1729812,0,0,0,0,0,2,6,0.02008254,527,20,221,50,236,79,0.361600102,16,56794.44444,Human
2329,10513364,0,0,0,0,0,1604,36,0.0,9689,3971,1654,1136,2791,358,0.361546296,41,78193.42857,Human
2330,26739,0,0,0,0,0,911,104,0.082841382,13288,5060,3816,2095,2315,273,0.361492259,99,120488.8462,Human
2331,16164304,0,0,0,0,0,34,24,0.035433195,3712,78,84,708,2651,222,0.361475648,5,1385.588235,Human
2332,11663212,0,0,0,0,0,22,62,0.0,448,12,198,83,155,98,0.361408703,15,3225.625,Human
2333,1020430,0,0,0,0,0,13,17,0.436777833,14288,129,1805,2980,9369,335,0.361359848,14,15552.57143,Human
2334,3512122,0,0,0,0,0,49,27,0.0,4931,546,342,313,3702,350,0.36131472,16,7845.625,Human
2335,3660185,0,0,0,0,0,3,0,0.026828787,40,23,11,1,4,23,0.361297539,3,17013.16667,Human
2336,458683,0,0,0,0,0,115,8,0.0,7750,1211,1823,598,4104,352,0.36119836,20,29328.78947,Human
2337,6831019,0,0,0,0,0,1367,308,0.0,1762,577,465,235,470,216,0.361196441,89,24727.97101,Human
2338,7413183,0,0,0,0,0,24,0,0.02855501,7821,4726,1672,416,1005,344,0.361167133,63,126827.7,Human
2339,12625848,0,0,0,0,0,121,73,0.0,3881,671,169,202,2834,354,0.361164467,25,5308.565217,Human
2340,4058656,0,0,0,0,0,2,11,0.012266316,407,59,140,53,153,39,0.36115384,11,9647.45,Human
2341,41998275,0,0,0,0,0,0,0,0.22070947,350,127,94,48,78,62,0.361148585,27,13372.46465,Human
2342,765740,0,0,0,0,0,261,0,0.0,17178,3348,6380,2651,4756,331,0.36108675,148,246242.75,Human
2343,66517106,0,0,0,0,0,13,0,0.071840421,506,458,12,8,27,69,0.36108246,20,38270.09091,Human
2344,1638682,0,0,0,0,0,653,123,0.0,790,289,307,69,119,134,0.361076602,57,4839.076087,Human
2345,72820234,0,0,0,0,0,11,5,0.184631299,623,71,142,88,321,216,0.361038934,7,2014.945455,Human
2346,1562854,0,0,0,0,0,108,2,0.018424717,6914,2711,2425,403,1368,340,0.360894505,69,221373.1765,Human
2347,17282096,1,0,0,0,0,6,0,0.23476035,6008,6008,0,0,0,325,0.360869611,4,61367.94643,Bot
2348,84940857,0,0,0,0,0,13,88,0.0,114,29,4,46,35,42,0.360797906,2,9027.333333,Human
2349,79456372,0,0,0,0,0,255,33,0.0,4063,114,113,1252,2567,184,0.360774101,16,12062.59375,Human
2350,1544111,0,0,0,0,0,806,0,0.010177295,7925,3321,3008,725,864,240,0.36076278,157,111857.45,Human
2351,82517672,1,0,0,0,1,0,0,0.586103363,355,355,0,0,0,124,0.360757991,59,260.8571429,Bot
2352,11852044,0,0,0,0,0,11,8,0.229178769,7160,558,2191,1398,2862,231,0.360756263,14,1095.0,Human
2353,1664457,0,0,0,0,0,2,3,0.0,425,25,255,14,131,133,0.360708082,23,6161.75,Human
2354,16856802,0,0,0,0,0,40,78,0.0,964,101,138,161,560,185,0.360688789,23,18471.27083,Human
2355,37264926,0,0,0,0,0,102,92,0.016034503,3755,682,1448,602,1000,220,0.360567248,25,4624.238095,Human
2356,158500,0,0,0,0,0,15,0,0.0,2413,296,521,658,827,214,0.360390016,34,24205.70732,Human
2357,5163183,0,0,0,0,0,3,0,0.027348953,614,9,258,140,207,120,0.36034693,12,15293.875,Human
2358,52826317,0,0,0,0,0,14,6,0.0,5353,307,2347,1713,986,184,0.360257966,40,911.3953488,Human
2359,41638679,0,0,0,0,0,7,2,0.04193684,228,22,67,29,110,68,0.360214569,14,27220.0,Human
2360,80541297,0,0,0,0,0,19,0,0.027851496,997,136,411,141,307,105,0.360184751,26,25798.93103,Human
2361,55922592,0,0,0,0,0,14,17,0.0,366,102,154,18,92,76,0.360178813,32,5480.753425,Human
2362,13967174,0,0,0,0,0,3,0,0.043159141,464,64,195,69,134,96,0.360143533,10,1711.846154,Human
2363,5013975,0,0,0,0,0,6,1,0.017450533,651,60,249,126,199,88,0.360121705,1,5874.733333,Human
2364,617694,0,0,0,0,0,455,9,0.0,3688,106,50,44,3485,360,0.360081615,5,5207.709677,Human
2365,4298757,0,0,0,0,0,4,0,0.007383007,83,6,10,42,25,11,0.360036676,4,25.75,Human
2366,450355,0,0,0,0,0,26,13,0.015756564,210,27,14,52,109,45,0.359957346,10,33953.41667,Human
2367,1651325,0,0,0,0,0,63,18,0.017100292,1468,520,390,112,437,237,0.359946868,94,5158.192982,Human
2368,59334447,0,0,0,0,0,11,16,0.024762445,503,75,92,137,192,102,0.359940432,16,2574.2,Human
2369,4958441,0,0,0,0,0,106,57,0.006882607,5153,779,1366,529,2473,251,0.359884887,65,22021.01389,Human
2370,21039864,0,0,0,0,0,143,11,0.075012125,1659,1509,65,33,52,159,0.359835577,44,42329.0,Human
2371,5938560,0,0,0,0,0,91,66,0.0,3908,1431,206,408,1625,313,0.359805356,12,68776.16667,Human
2372,12191458,0,0,0,0,0,0,0,0.085047419,219,121,0,54,44,95,0.359764369,29,391.0306122,Human
2373,1019641,0,0,0,0,0,71,0,0.05287128,3953,583,1314,354,1653,345,0.359741894,29,12488.56,Human
2374,542836,0,0,0,0,0,28,13,0.01997572,680,76,276,79,248,85,0.359740001,24,6728.426471,Human
2375,3275109,0,0,0,0,0,42,5,0.022231349,3610,543,1033,940,1088,279,0.359735225,68,23660.83333,Human
2376,21208769,0,0,0,0,0,4,0,0.188779858,2830,1711,0,328,185,256,0.35966464,30,57458.0,Bot
2377,15073128,0,0,0,0,0,11,7,0.0,2004,272,889,174,669,209,0.359643303,36,3463.953125,Human
2378,10999,0,0,0,0,0,975,13,0.0,8678,2461,3494,987,1736,301,0.359617207,97,28088.35294,Human
2379,6158008,0,0,0,0,0,21,5,0.03945515,746,14,84,115,532,130,0.359535158,9,634.5555556,Human
2380,682095,0,0,0,0,0,15,4,0.0,429,1,24,127,276,127,0.359353786,3,13059.4303,Human
2381,41432780,0,0,0,0,0,77,29,0.013465089,1718,272,263,375,806,294,0.359095775,29,7053.827586,Human
2382,26825291,0,0,0,0,1,0,0,0.095732604,204,196,8,0,0,69,0.35903739,48,12372.75,Bot
2383,1219921,0,0,0,0,0,30,84,0.0,4875,784,1558,1140,1349,244,0.358971892,6,10173.36066,Human
2384,976608,0,0,0,0,0,17,7,0.014047109,263,60,74,52,74,68,0.358966339,11,6096.057143,Human
2385,7397746,0,0,0,0,0,13,2,0.024804823,597,214,325,19,39,125,0.358946915,64,6125.306818,Human
2386,83755740,0,0,0,0,0,6,0,0.016628731,1955,870,242,491,352,161,0.358846238,37,7034.179487,Human
2387,1898413,0,0,0,0,0,76,0,0.019566786,4969,1382,1028,938,1598,258,0.358789779,18,478.7142857,Human
2388,295225,0,0,0,0,0,71,20,0.0,872,274,86,116,396,216,0.3587289,37,51605.16667,Human
2389,39923744,0,0,0,0,0,348,2,0.01525485,11628,4465,3586,1002,2549,303,0.358714792,70,148750.3636,Human
2390,6633808,0,0,0,0,0,348,4,0.124253918,2247,394,1173,24,656,36,0.358640755,16,22916.45455,Human
2391,4987914,0,0,0,0,0,3,5,0.0,370,12,23,26,309,157,0.35862601,2,13059.4303,Human
2392,2521412,0,0,0,0,0,128,1,0.014512317,58,23,10,4,18,19,0.358569903,3,86.0,Human
2393,476818,0,0,0,0,0,228,26,0.016753842,220,46,28,80,66,66,0.358567034,8,4586.090909,Human
2394,80222700,0,0,0,0,0,43,196,0.099933925,741,173,53,350,161,107,0.358529694,11,10585.11628,Human
2395,3060702,0,0,0,0,0,6,5,0.0,3179,485,88,447,2119,173,0.358490433,27,40406.03125,Human
2396,7862010,0,0,0,0,0,17,11,0.0,2034,749,858,153,274,210,0.358407973,129,14007.31148,Human
2397,1223300,0,0,0,0,0,51,12,0.038114016,193,18,26,41,100,57,0.358397449,4,249.8333333,Human
2398,992008,0,0,0,0,0,1154,0,0.0,263,4,79,94,85,45,0.358365359,7,289.0,Human
2399,22989529,0,0,0,0,0,104,3,0.009737094,6068,1628,2636,688,1095,321,0.358231298,91,19142.0303,Human
2400,44816363,0,0,0,1,0,78,0,0.308942107,81234,12538,26908,26187,9950,357,0.358150843,127,77974.0,Bot
2401,1969593,0,0,0,0,0,0,0,0.0,4439,177,658,1342,2166,283,0.358137145,24,18469.67647,Human
2402,35659315,0,0,0,0,0,79,643,0.0,694,101,99,191,303,165,0.358122428,61,3039.861111,Human
2403,1439229,0,0,0,0,0,1340,30,0.018427681,5511,1167,2294,737,1268,276,0.358048548,40,11677.68966,Human
2404,56012,0,0,0,0,0,11,5,0.007698831,2477,904,907,227,437,222,0.358038235,81,8914.083333,Human
2405,62575351,0,0,0,0,0,0,0,0.0,254,10,107,58,79,64,0.357966602,9,51671.0,Human
2406,1539747,0,0,0,0,0,20,0,0.004805287,5907,285,3297,32,2293,194,0.357959191,18,47421.5,Human
2407,13025337,1,0,0,0,0,51,0,0.0,201886,166,1097,95603,104835,361,0.357948405,30,51927.35385,Bot
2408,961272,0,0,0,0,0,43,3,0.028972463,111,31,23,12,44,44,0.357938719,2,35428.8,Human
2409,53068787,0,0,0,0,0,15,95,0.0,3256,690,482,929,1138,209,0.357931784,13,58835.37037,Human
2410,57664299,0,0,0,0,0,1,0,0.030371882,998,20,770,58,150,135,0.357897021,26,1462.916667,Human
2411,27927454,0,0,0,0,0,46,33,0.016335381,846,145,287,256,158,177,0.357860552,39,10502.02439,Human
2412,1649964,0,0,0,0,0,130,0,0.017501056,3047,1197,1110,334,391,239,0.357858035,20,36092.39535,Human
2413,7720245,0,0,0,0,0,9,0,0.0,1622,253,579,119,661,159,0.357846023,41,24319.47059,Human
2414,1044841,0,0,0,0,0,32,0,0.046239077,138,48,20,39,31,34,0.357833949,1,227.7297297,Bot
2415,966205,0,0,0,0,0,170,268,0.007933476,1079,209,234,233,357,151,0.357830005,8,4555.769231,Human
2416,12500300,0,0,0,0,0,19,11,0.025538784,1686,197,1043,126,320,91,0.357808024,28,33430.04348,Human
2417,5305552,0,0,0,0,0,7,0,0.032409346,422,66,260,15,80,106,0.357752012,20,9917.121212,Human
2418,3218401,0,0,0,0,0,47,49,0.036863045,72,37,3,24,6,34,0.357649212,1,2931.848485,Human
2419,74055102,0,0,0,0,0,143,89,0.0,3739,693,676,574,1778,343,0.357596482,19,8844.261905,Human
2420,10252708,0,0,0,0,0,60,0,0.0,18041,448,450,382,16727,343,0.357587967,14,14449.14894,Human
2421,35242872,0,0,0,0,0,462,418,0.0,2082,803,625,354,288,243,0.357557213,47,1946.125,Human
2422,3291265,0,0,0,0,0,125,2,0.016522837,4302,603,1493,216,1987,245,0.357529069,85,84953.68889,Human
2423,1055125,0,0,0,0,0,356,0,0.0175628,4145,1638,508,601,1273,311,0.357505972,46,84082.75,Human
2424,69608605,0,0,0,0,0,2,3,0.0,4353,170,23,271,3880,233,0.357503159,20,15045.78571,Human
2425,13592619,0,0,0,0,0,1,0,0.017429212,83,54,5,8,14,32,0.357216571,8,24982.6129,Bot
2426,2287953,0,0,0,0,0,55,6,0.0,8159,3266,2649,412,1818,319,0.357107361,22,104529.3333,Human
2427,4123478,0,0,0,0,0,180,43,0.0,7193,482,2849,1562,2269,289,0.35704576,35,11620.94595,Human
2428,43231640,0,0,0,0,0,91,249,0.0,4923,250,4,4661,8,350,0.356957266,32,28619.44444,Human
2429,48293446,0,0,0,0,0,11,0,0.014611426,6243,947,1573,607,3112,334,0.356945881,10,1370.372093,Human
2430,30751516,0,0,0,0,0,72,11,0.0,2127,740,636,425,324,227,0.356933499,41,21930.77215,Human
2431,1268885,0,0,0,0,0,26,7,0.023756479,74,9,10,27,19,14,0.356907895,3,113.0,Human
2432,6921610,0,0,0,0,0,1395,1,0.019895768,871,177,505,85,104,109,0.356867581,26,9237.166667,Human
2433,57914848,0,0,0,0,0,1,0,0.14299996,489,23,271,35,160,58,0.356859405,8,11113.0,Human
2434,4115138,0,0,0,0,0,21,0,0.118886882,9738,4062,1927,1507,2242,302,0.356769097,77,53802.83333,Human
2435,11154858,0,0,1,0,0,0,0,0.0,96,1,0,16,75,38,0.356569517,1,61408.0,Bot
2436,23114548,1,0,0,0,0,4,0,0.305873914,845,841,2,2,0,246,0.356335098,39,2862.652174,Bot
2437,60567860,0,0,0,0,0,0,0,0.029366748,419,23,72,58,266,39,0.356285045,15,4374.636364,Human
2438,1840773,0,0,0,0,0,116,0,0.014074384,1567,341,713,229,284,161,0.35627416,48,2181.650794,Human
2439,2574405,0,0,0,0,0,50,70,0.0,4207,1022,2156,383,641,245,0.356274103,85,29100.32143,Human
2440,27213639,0,0,0,0,0,15,2,0.0,4599,298,276,1198,2587,263,0.356253542,6,5049.0,Human
2441,6686356,0,0,0,0,0,251,51,0.0,2950,227,2034,216,469,196,0.356196962,48,12712.61765,Human
2442,26760571,0,0,0,0,0,168,42,0.013923484,17061,2045,7098,3674,4226,229,0.356184218,80,98392.375,Human
2443,2789192,0,0,0,0,0,198,296,0.0,3315,239,1706,301,1006,320,0.35610766,31,19404.98,Human
2444,65963997,0,0,0,0,0,274,74,0.115223728,3807,1498,643,537,1099,300,0.356076873,233,5064.477273,Human
2445,3668166,0,0,0,0,0,2,1,0.016109155,410,187,78,63,82,88,0.356076141,34,22581.7541,Human
2446,512243,0,0,0,0,0,43,2,0.010163067,172,9,23,61,77,53,0.35602934,2,8259.0,Human
2447,2266568,0,0,0,0,0,30,50,0.0,3913,458,1514,714,1220,210,0.356000846,34,13366.76087,Human
2448,1375137,0,0,0,0,0,38,6,0.061451335,5449,876,1259,418,2896,285,0.355998841,14,72024.63636,Human
2449,82778,0,0,0,0,0,64,0,0.0,173,24,94,20,35,62,0.355998427,18,7401.782609,Human
2450,43951,0,0,0,0,0,228,8,0.017017833,21773,616,2785,2011,16274,359,0.355941643,63,19822.04167,Human
2451,48503,0,0,0,0,0,267,32,0.019891719,713,229,331,60,92,135,0.355907518,6,8042.71875,Bot
2452,17168675,0,0,0,0,0,1,0,0.188202207,3486,3004,287,0,195,237,0.355884913,4,13059.4303,Bot
2453,47818697,0,0,0,0,0,19,6,0.010462257,3451,816,830,273,1532,99,0.355846026,48,182252.0909,Human
2454,639336,0,0,0,0,0,188,58,0.016440294,3858,884,1122,660,1011,297,0.355799834,33,41788.4375,Human
2455,4061923,0,0,0,0,0,95,46,0.469550189,7242,5451,94,136,1560,303,0.355785287,10,143618.8,Human
2456,664253,0,0,0,0,0,38,13,0.016568826,889,280,274,115,220,140,0.355745111,31,16008.16327,Human
2457,7414255,0,0,0,0,0,94,678,0.0,41729,147,1593,13806,25960,290,0.355725463,18,23118.77273,Human
2458,49910426,1,0,0,0,1,0,0,0.377175052,17563,12550,2486,0,2527,358,0.355553341,51,13059.4303,Bot
2459,15022811,0,0,0,0,0,0,0,0.024675015,287,22,207,9,49,42,0.355542284,7,30383.2,Human
2460,959590,0,0,0,0,0,50,0,0.021527378,1101,257,335,141,368,100,0.355510686,25,7643.74026,Human
2461,18269663,1,0,0,0,0,123,0,0.0,6928,6222,224,37,445,355,0.355473329,115,129714.3333,Bot
2462,4671325,0,0,0,0,0,1,0,0.044759887,1725,187,795,208,514,143,0.355436604,18,4383.782609,Human
2463,753891,0,0,0,0,0,310,186,0.016783935,11181,815,8455,1134,777,235,0.355288289,43,12147.10127,Human
2464,4908431,0,0,0,0,0,7,0,0.011526626,4149,729,1,461,2661,314,0.355273642,3,365860.0,Human
2465,7240227,0,0,0,0,0,0,0,0.0,1490,1456,2,0,32,54,0.355225631,14,63174.5,Human
2466,2325888,0,0,0,0,0,483,68,0.0,99,9,20,33,25,30,0.355165865,5,2500.5,Human
2467,8929706,0,0,0,0,0,35,25,0.0,6668,1343,1659,1297,2258,319,0.355163609,18,3301.711538,Human
2468,741807,0,0,0,0,0,218,1,0.009611332,4481,970,910,1069,845,324,0.35504004,61,57357.29508,Human
2469,9643219,0,0,0,0,0,5,1,0.0,153,2,9,9,133,94,0.355009478,3,1048.0,Human
2470,1454644,0,0,0,0,0,60,0,0.046489293,192,96,28,19,47,80,0.354976172,32,20438.575,Human
2471,7090315,0,0,0,0,0,129,7,0.01206128,665,22,83,200,360,119,0.354949732,6,19089.2,Human
2472,1031360,0,0,0,0,0,110,14,0.006522977,127,11,55,20,41,14,0.354869286,2,217.25,Human
2473,5658439,0,0,0,0,0,379,2,0.05366038,10495,2159,4592,1070,2600,355,0.354848994,47,76555.375,Human
2474,34557516,0,0,0,0,0,29,9,0.013927019,3324,241,1730,306,1046,163,0.354807374,28,15642.21918,Human
2475,33714816,1,0,0,0,1,0,0,0.266356719,7558,7558,0,0,0,336,0.354579764,72,115908.625,Bot
2476,59447410,0,0,0,0,0,0,0,0.008243189,2357,328,614,232,1183,186,0.354577047,33,62921.7619,Human
2477,87944,0,0,0,0,0,60,220,0.027751194,370,208,66,35,61,98,0.354557135,42,8996.885246,Human
2478,5332524,0,0,0,0,0,130,21,0.0,7422,1064,3164,1279,1877,247,0.354503102,39,37293.26087,Human
2479,7571158,0,0,0,0,0,0,0,0.0,205646,31362,29009,94883,50349,207,0.354400021,183,42596.71429,Bot
2480,16718347,0,0,0,0,0,0,0,0.043212592,226,96,59,31,40,68,0.35438931,9,6948.744681,Human
2481,6212603,0,0,0,0,0,705,90,0.0,5177,1759,2141,418,822,313,0.35433135,110,118410.9545,Human
2482,19558067,0,0,0,0,0,42,9,0.028501122,6595,596,1547,1947,2445,232,0.354308407,19,25774.54545,Human
2483,77295879,0,0,0,0,0,92,459,0.028851855,1545,14,3,1054,450,176,0.354296287,3,11081.625,Human
2484,1379753,0,0,0,0,0,30,49,0.034787583,611,176,205,65,165,74,0.354207758,13,31799.82143,Human
2485,8078968,0,0,0,0,0,107,1,0.01063504,11463,2246,4973,2152,2092,358,0.354149737,89,126734.8125,Human
2486,34829865,0,0,0,0,0,6,13,0.0,150,14,33,54,49,48,0.354138399,3,13059.4303,Bot
2487,806056,0,0,0,0,0,22,24,0.01703845,3440,783,663,436,1259,262,0.353948587,13,7393.796296,Human
2488,67278094,0,0,0,0,0,1,1,0.0,262,183,23,12,44,74,0.353922331,18,8593.616438,Human
2489,25307165,0,0,0,0,0,1,0,0.122922309,9827,7923,1,413,1490,331,0.353680508,10,64517.5,Bot
2490,22281606,0,0,0,0,0,0,0,0.014088626,149,120,7,13,9,59,0.353679616,41,943.4107143,Human
2491,5264,0,0,0,0,0,58,4,0.021118179,3330,17,15,24,3273,309,0.353569615,5,5150.333333,Human
2492,13936600,0,0,0,0,0,19,6,0.0,5196,429,662,303,3801,324,0.353535609,12,35399.82143,Human
2493,1091472,0,0,0,0,0,360,56,0.014485213,6300,608,2728,1241,1721,307,0.353402861,56,5668.883117,Human
2494,549407,0,0,0,0,0,51,0,0.019716332,6252,697,3878,674,997,232,0.353248855,63,82088.17143,Human
2495,20955511,0,0,0,0,0,2056,46,0.017854699,5883,689,1825,1168,2132,316,0.353081145,38,4191.340426,Human
2496,2699612,0,0,0,0,0,8,0,0.020163867,282,73,203,0,6,104,0.352934157,31,4145.380952,Human
2497,43026681,0,0,0,0,0,101,7,0.0,8826,1878,30,367,4873,330,0.352891035,11,86703.4,Human
2498,964298,0,0,0,0,0,60,0,0.017158993,2459,519,1432,280,228,155,0.35287725,92,19250.18667,Human
2499,87863794,0,0,0,0,0,0,6,0.260511944,229,7,18,16,188,72,0.352865045,9,10994.0,Human
2500,22185279,0,0,0,0,0,21,12,0.018410394,3505,426,1989,232,858,216,0.352841852,25,10353.93939,Human
2501,47158596,0,0,0,0,0,0,0,0.0,485,164,85,88,148,87,0.35279658,102,501.1125,Human
2502,33805964,0,0,0,0,0,28,42,0.020498373,497,127,102,43,225,78,0.352787382,19,23959.98148,Human
2503,72695126,0,0,0,0,0,0,0,0.065734829,479,27,166,32,254,90,0.352666567,29,6047.363636,Human
2504,45219809,0,0,0,0,0,10,24,0.022334269,244,69,62,36,77,47,0.352592577,33,2373.738462,Human
2505,18283620,0,0,0,0,0,10,15,0.035304015,3890,577,70,461,2777,296,0.35258072,3,13059.4303,Human
2506,43478413,0,0,0,0,0,31,0,0.047923329,4814,1113,1659,1789,131,270,0.352489658,105,56732.90909,Human
2507,243320,0,0,0,0,0,12,2,0.015139025,877,75,119,120,560,119,0.352416226,16,7581.162791,Human
2508,173661,0,0,0,0,0,4103,0,0.019268046,11421,1905,5765,1139,2609,311,0.352310644,65,13059.4303,Human
2509,6757853,0,0,0,0,0,368,32,0.013796884,4022,1274,1704,344,691,286,0.352296834,28,8956.466667,Human
2510,27903976,0,0,1,0,0,853,0,0.522298564,7020,7019,0,1,0,350,0.352293709,72,135361.0909,Bot
2511,2253692,0,0,0,0,0,783,0,0.0,15594,861,1873,708,12117,360,0.352265153,43,114098.0,Human
2512,18755388,0,0,0,0,0,1834,0,0.0,5818,1255,2424,600,1530,276,0.352255514,27,44769.33333,Human
2513,2029124,0,0,0,0,0,3,0,0.0,744,96,120,144,375,73,0.352254332,8,5498.757576,Human
2514,1884442,0,0,0,0,0,39,2,0.021379093,822,50,409,49,313,74,0.352214604,11,5949.444444,Human
2515,250852,0,0,0,0,0,131,0,0.011249354,3664,744,2125,248,545,252,0.352187525,186,15205.56364,Human
2516,12985147,0,0,0,0,0,0,0,0.014793528,5971,1223,3303,498,935,232,0.35213339,66,6269.225,Human
2517,970071,0,0,0,0,0,19,6,0.0,529,5,0,56,468,141,0.352090519,1,15657.0,Bot
2518,4298547,0,0,0,0,0,45,2,0.045749989,761,176,366,42,176,117,0.35208711,31,10279.38235,Human
2519,889427,0,0,0,0,0,0,0,0.0,7014,374,1855,2084,2612,256,0.35192518,15,18754.49231,Human
2520,20965076,0,0,0,0,0,16,0,0.018578284,397,222,68,37,66,104,0.351843603,61,11255.16176,Human
2521,3286258,0,0,0,0,0,11,0,0.027708476,374,29,235,56,54,125,0.35184284,17,741.68,Human
2522,58281518,0,0,0,0,0,13,2,0.048445171,390,133,83,72,102,95,0.351827474,39,4135.351064,Human
2523,14090593,0,0,0,0,0,19,6,0.077750254,3266,210,1318,324,1413,257,0.351807759,54,8099.041667,Human
2524,40661852,0,0,0,0,0,77,142,0.012620338,3252,372,42,2069,769,144,0.351779209,2,1070.5,Human
2525,2195781,0,0,0,0,0,133,69,0.017366678,4193,1064,1444,461,1185,268,0.351723721,46,31986.10169,Human
2526,478667,0,0,0,0,0,197,25,0.025659942,7800,920,1010,899,4952,309,0.351684697,33,47750.26316,Human
2527,549323,0,0,0,0,0,92,2,0.014625894,1837,213,381,334,881,154,0.351661183,19,12943.11538,Human
2528,43396734,0,0,0,0,0,153,0,0.058971876,4583,159,3448,201,735,215,0.351660622,4,7591.1,Human
2529,7000710,0,0,0,0,0,894,7,0.015668277,8130,2158,3034,963,1974,327,0.351586182,173,77983.53846,Human
2530,29724509,0,0,0,0,0,9,5,0.0,3203,552,1051,296,1303,231,0.351469451,54,11539.57143,Human
2531,1059363,0,0,0,0,0,89,30,0.034442836,2126,97,224,431,1373,304,0.351462556,16,10010.39623,Human
2532,5889984,0,0,0,0,0,207,43,0.0,4822,1567,914,104,2161,322,0.351321822,23,288335.6667,Human
2533,58532023,0,0,0,0,0,1765,2,0.162227597,4418,6,5,62,4341,72,0.351258033,2,69472.0,Human
2534,2230985,0,0,0,0,0,486,3,0.0,4898,3076,443,362,1007,315,0.351236463,157,76602.88235,Human
2535,12497005,0,0,0,0,0,60,0,0.015235468,5385,26,3,42,5300,344,0.351188899,2,765.2352941,Human
2536,3524621,0,0,0,0,0,29,34,0.006285963,4234,65,1080,1130,1912,214,0.351172696,10,10731.36364,Human
2537,76512065,0,0,0,1,0,5,0,0.286269781,7492,4539,709,386,1856,140,0.351107348,18,13059.4303,Bot
2538,199095,0,0,0,0,0,122,9,0.00957379,7039,2197,1649,1217,1955,295,0.351087196,96,100645.85,Human
2539,17222512,0,0,0,0,0,276,69,0.0,4146,1753,731,278,1304,236,0.35107406,33,13813.60606,Human
2540,73523034,0,0,0,0,0,0,0,0.010298722,303,128,73,46,56,31,0.351020851,27,746.7169811,Human
2541,2938553,0,0,0,0,0,16,10,0.0,4631,209,2444,749,1227,199,0.350952751,8,3034.375,Human
2542,36070057,0,0,0,0,0,81,34,0.0,1179,46,130,368,628,218,0.350898508,14,3910.447368,Human
2543,3491627,0,0,0,0,0,26,73,0.01643752,574,58,252,63,200,91,0.350822924,20,4129.777778,Human
2544,46553045,0,0,0,0,0,0,0,0.0,201,3,99,2,96,23,0.3508021,9,888.0,Human
2545,1301112,0,0,0,0,0,40,36,0.015473585,5398,801,2901,469,1226,310,0.350777122,21,72228.95238,Human
2546,10111768,0,0,0,0,0,24,15,0.0,4897,489,1777,876,1751,234,0.350686418,11,46192.2,Human
2547,348959,0,0,0,0,0,147,28,0.015171779,439,132,289,13,5,121,0.350640566,26,1902.118421,Human
2548,93977836,0,0,0,0,0,0,0,0.0,224,10,58,36,120,18,0.350599475,5,2960.0,Human
2549,28479139,0,0,0,0,0,200,210,0.0,875,299,254,175,144,158,0.35048716,40,14981.19231,Human
2550,8389039,0,0,0,0,0,70,12,0.009259852,6006,380,1445,1300,2876,290,0.350353233,54,8989.885714,Human
2551,2635478,0,0,0,0,0,161,1,0.015622344,4501,2938,313,26,1182,295,0.35026028,14,71674.89655,Human
2552,63093569,0,0,0,0,0,2,40,0.0,13609,33,406,8512,4658,282,0.350227389,4,1629.0,Human
