,actor_id
6682,19733683
6683,19742678
6684,19783215
6685,19800529
6686,19816790
6687,19841769
6688,19847032
6689,19851115
6690,19889822
6691,19898960
6692,19928100
6693,20051258
6694,20084299
6695,20089340
6696,20113453
6697,20136951
6698,20175435
6699,20198527
6700,20224954
6701,20274488
6702,20279863
6703,20304470
6704,20319593
6705,20448157
6706,20503072
6707,20627856
6708,20658608
6709,20728956
6710,20760818
6711,20773163
6712,20780999
6713,20781941
6714,20797196
6715,20801176
6716,20804483
6717,20965307
6718,20986892
6719,21025159
6720,21033020
6721,21036224
6722,21083073
6723,21089465
6724,21104942
6725,21109913
6726,21131485
6727,21186993
6728,21229526
6729,21303438
6730,21317056
6731,21353794
6732,21895861
6733,21988533
6734,21999379
6735,22001182
6736,22011552
6737,22023842
6738,22075344
6739,22099681
6740,22120431
6741,22127746
6742,22185279
6743,22279592
6744,22308288
6745,22324794
6746,22333129
6747,22347970
6748,22348492
6749,22381771
6750,22396000
6751,22402974
6752,22406063
6753,22452781
6754,22508304
6755,22512175
6756,22572387
6757,22591623
6758,22625502
6759,22701260
6760,22714384
6761,22731524
6762,22743651
6763,22749208
6764,22769131
6765,22834310
6766,22988955
6767,23069445
6768,23269078
6769,23308427
6770,23311265
6771,23314389
6772,23356117
6773,23356519
6774,23409427
6775,23423619
6776,23424008
6777,23533892
6778,23665824
6779,23701005
6780,23714726
6781,23724909
6782,24231552
6783,24232742
6784,24260274
6785,24274798
6786,24370807
6787,24480985
6788,24497285
6789,24575746
6790,24581746
6791,24739341
6792,24755674
6793,24855641
6794,24865815
6795,24992535
6796,25030997
6797,25032876
6798,25072137
6799,25082678
6800,25088352
6801,25144485
6802,25173827
6803,25179017
6804,25185698
6805,25233464
6806,25236228
6807,25328854
6808,25342410
6809,25372625
6810,25376640
6811,25393945
6812,25402642
6813,25485997
6814,25595356
6815,25650701
6816,25667304
6817,25687724
6818,25705399
6819,25712555
6820,25798451
6821,25866827
6822,25881114
6823,25966642
6824,26024131
6825,26040259
6826,26109316
6827,26112239
6828,26138129
6829,26141882
6830,26144289
6831,26189888
6832,26226763
6833,26242287
6834,26253150
6835,26342317
6836,26366773
6837,26377421
6838,26396019
6839,26408901
6840,26410038
6841,26447601
6842,26460210
6843,26524467
6844,26530524
6845,26535726
6846,26553114
6847,26566442
6848,26592129
6849,26595624
6850,26615455
6851,26689688
6852,26696353
6853,26751266
6854,26858233
6855,26864830
6856,26922892
6857,26930422
6858,27005812
6859,27032613
6860,27079035
6861,27117322
6862,27137566
6863,27151961
6864,27195009
6865,27879174
6866,27903976
6867,27918129
6868,28055438
6869,28085907
6870,28134523
6871,28145373
6872,28315641
6873,28388209
6874,28390961
6875,28480705
6876,28517510
6877,28579281
6878,28582702
6879,28658112
6880,28750310
6881,28751745
6882,28757135
6883,28784688
6884,28823622
6885,28871759
6886,28882257
6887,28888242
6888,28904266
6889,29026887
6890,29057268
6891,29183781
6892,29302303
6893,29377163
6894,29461649
6895,29537761
6896,29557702
6897,29576266
6898,29590578
6899,29673073
6900,29673671
6901,29688326
6902,29708087
6903,29724509
6904,29776509
6905,29809312
6906,29832297
6907,29879298
6908,30048408
6909,30079386
6910,30158190
6911,30189103
6912,30237585
6913,30329373
6914,30464227
6915,30464745
6916,30512216
6917,30536864
6918,30576607
6919,30607800
6920,30635565
6921,30651952
6922,30685060
6923,30778939
6924,30815269
6925,30845198
6926,30845429
6927,30894796
6928,30928402
6929,30952336
6930,30996989
6931,31049082
6932,31052283
6933,31078699
6934,31079596
6935,31115700
6936,31167642
6937,31197662
6938,31224301
6939,31253696
6940,31285285
6941,31470007
6942,31488909
6943,31557639
6944,31685197
6945,31696245
6946,31744939
6947,31779698
6948,31851992
6949,31922082
6950,31998003
6951,32012005
6952,32015336
6953,32038156
6954,32080845
6955,32132681
6956,32148415
6957,32226600
6958,32242596
6959,32313503
6960,32328861
6961,32391752
6962,32448529
6963,32490269
6964,32575602
6965,32649176
6966,32760367
6967,32803897
6968,32863416
6969,32939472
6970,32969087
6971,32978179
6972,32983009
6973,33149602
6974,33242106
6975,33257111
6976,33283496
6977,33285290
6978,33307416
6979,33354141
6980,33416836
6981,33529490
6982,33645296
6983,33806646
6984,33834131
6985,33953936
6986,33956696
6987,33957570
6988,34083928
6989,34088196
6990,34103125
6991,34116392
6992,34186632
6993,34196005
6994,34235681
6995,34236215
6996,34246760
6997,34266271
6998,34320458
6999,34477873
7000,34488718
7001,34512430
7002,34665709
7003,34918129
7004,34928439
7005,34946562
7006,34967660
7007,34996524
7008,34997667
7009,35064754
7010,35080559
7011,35159250
7012,35176391
7013,35229095
7014,35237986
7015,35242872
7016,35307769
7017,35370833
7018,35389145
7019,35413558
7020,35420264
7021,35509934
7022,35605090
7023,35623921
7024,35673267
7025,35776853
7026,35781181
7027,35783820
7028,35788031
7029,35820639
7030,35824027
7031,35839558
7032,35852084
7033,36024638
7034,36109529
7035,36131195
7036,36134699
7037,36167252
7038,36194510
7039,36219739
7040,36436255
7041,36486349
7042,36619112
7043,36634420
7044,36717703
7045,36746097
7046,36766786
7047,36933116
7048,36937303
7049,36964225
7050,36968973
7051,36978058
7052,37223003
7053,37223377
7054,37246588
7055,37350809
7056,37381070
7057,37463155
7058,37749100
7059,37757984
7060,37867493
7061,37930589
7062,38085909
7063,38102074
7064,38144301
7065,38199262
7066,38213504
7067,38226388
7068,38309641
7069,38398653
7070,38407549
7071,38425925
7072,38672641
7073,38674843
7074,38756320
7075,39011611
7076,39078850
7077,39092278
7078,39179110
7079,39190883
7080,39223861
7081,39279277
7082,39538064
7083,39604003
7084,39874143
7085,39901544
7086,39916842
7087,40118727
7088,40620903
7089,40635814
7090,40665208
7091,40775676
7092,40864460
7093,40875627
7094,41098760
7095,41125715
7096,41282536
7097,41286756
7098,41358501
7099,41443370
7100,41557596
7101,41563853
7102,41679899
7103,41681088
7104,41968677
7105,41991517
7106,41998275
7107,42006402
7108,42216911
7109,42220376
7110,42247081
7111,42320170
7112,42326799
7113,42460632
7114,42469486
7115,42492540
7116,42526976
7117,42542238
7118,42546515
7119,42557783
7120,42601325
7121,42660547
7122,42673067
7123,42699974
7124,42721094
7125,42762749
7126,42912128
7127,42928436
7128,42995500
7129,43047562
7130,43129309
7131,43168857
7132,43193572
7133,43280172
7134,43328134
7135,43336822
7136,43350163
7137,43438132
7138,43480880
7139,43493071
7140,43515926
7141,43578935
7142,43602284
7143,43602528
7144,43684271
7145,43749967
7146,43795914
7147,43845535
7148,44050820
7149,44103947
7150,44139130
7151,44141067
7152,44153440
7153,44180881
7154,44206880
7155,44479856
7156,44526987
7157,44623591
7158,44761321
7159,44788868
7160,44891214
7161,44899587
7162,44900696
7163,44939879
7164,44959937
7165,45001098
7166,45046188
7167,45180002
7168,45182681
7169,45367598
7170,45424747
7171,45579687
7172,45607042
7173,45705484
7174,45740044
7175,45819748
7176,45915502
7177,45966964
7178,46058173
7179,46101219
7180,46101698
7181,46207236
7182,46269553
7183,46447321
7184,46501476
7185,46507039
7186,46533567
7187,46540570
7188,46553045
7189,46553948
7190,46637781
7191,46670083
7192,46740234
7193,46740794
7194,46886010
7195,46922385
7196,46980425
7197,47117332
7198,47151829
7199,47186198
7200,47205954
7201,47222911
7202,47257959
7203,47351025
7204,47391951
7205,47485207
7206,47539458
7207,47539550
7208,47610365
7209,47618415
7210,47669903
7211,47717887
7212,47762050
7213,47866232
7214,47872634
7215,47963215
7216,47979223
7217,48206667
7218,48232362
7219,48262337
7220,48282931
7221,48340428
7222,48441421
7223,48527022
7224,48600411
7225,48603194
7226,48612525
7227,48656793
7228,48695441
7229,48801706
7230,48804834
7231,48813565
7232,48824880
7233,48829350
7234,48934154
7235,48944027
7236,48995920
7237,49293026
7238,49437061
7239,49558234
7240,49568690
7241,49618193
7242,49659190
7243,49667761
7244,49867032
7245,49867570
7246,50011306
7247,50020569
7248,50076953
7249,50135794
7250,50165096
7251,50185738
7252,50195535
7253,50295997
7254,50463866
7255,50618606
7256,50691816
7257,50730894
7258,50846373
7259,51007720
7260,51037443
7261,51102941
7262,51136926
7263,51174500
7264,51314259
7265,51314274
7266,51330839
7267,51332022
7268,51362316
7269,51414879
7270,51477153
7271,51530678
7272,51679138
7273,51748133
7274,51774176
7275,51889757
7276,51925758
7277,52059945
7278,52087122
7279,52135169
7280,52158641
7281,52180542
7282,52277783
7283,52318143
7284,52413434
7285,52447250
7286,52447537
7287,52464204
7288,52485244
7289,52502732
7290,52506146
7291,52621858
7292,52841859
7293,52914166
7294,52937121
7295,53007108
7296,53011783
7297,53174412
7298,53174659
7299,53197734
7300,53486698
7301,53718687
7302,53781024
7303,53915825
7304,54077752
7305,54081388
7306,54092533
7307,54105614
7308,54312959
7309,54329471
7310,54374648
7311,54393557
7312,54412366
7313,54556828
7314,54595583
7315,54672762
7316,54816060
7317,54933897
7318,54940324
7319,55005783
7320,55093418
7321,55184483
7322,55400948
7323,55455725
7324,55500825
7325,55518381
7326,55560583
7327,55688534
7328,55718608
7329,55769671
7330,55790344
7331,55811729
7332,55914069
7333,55927613
7334,56002538
7335,56016372
7336,56076654
7337,56166236
7338,56171689
7339,56270045
7340,56283563
7341,56316581
7342,56367316
7343,56428237
7344,56560396
7345,56637531
7346,56710549
7347,56741989
7348,56864335
7349,56871207
7350,56963264
7351,57036248
7352,57144380
7353,57155886
7354,57197576
7355,57354320
7356,57385816
7357,57417093
7358,57574409
7359,57592088
7360,57611653
7361,57627321
7362,57921784
7363,58045821
7364,58164147
7365,58216515
7366,58259069
7367,58268450
7368,58411095
7369,58418919
7370,58444931
7371,58481974
7372,58555205
7373,58614260
7374,58698531
7375,58818598
7376,58859969
7377,59013559
7378,59052547
7379,59094274
7380,59104634
7381,59223034
7382,59281636
7383,59527509
7384,59550374
7385,59687465
7386,59757988
7387,59822926
7388,59826753
7389,59847353
7390,59933602
7391,60003240
7392,60067306
7393,60117248
7394,60272417
7395,60292723
7396,60436221
7397,60491700
7398,60567860
7399,60601166
7400,60619114
7401,60800358
7402,60806622
7403,61005404
7404,61161883
7405,61234615
7406,61247393
7407,61431446
7408,61436102
7409,61470527
7410,61470581
7411,61474540
7412,61590714
7413,61666776
7414,61688740
7415,61715331
7416,61726649
7417,61807338
7418,61843437
7419,61859436
7420,61860346
7421,61860752
7422,61962637
7423,62039782
7424,62155190
7425,62298616
7426,62474226
7427,62505557
7428,62540178
7429,62569058
7430,62688603
7431,62776735
7432,62896096
7433,62914304
7434,62923178
7435,62932417
7436,62955062
7437,63012359
7438,63029101
7439,63198135
7440,63211822
7441,63246200
7442,63261637
7443,63486087
7444,63493438
7445,63504956
7446,63583194
7447,63628712
7448,63734405
7449,63786778
7450,63816999
7451,63818634
7452,63861499
7453,64171366
7454,64226111
7455,64233642
7456,64353056
7457,64399555
7458,64483219
7459,64486364
7460,64632757
7461,64715958
7462,64808114
7463,64856348
7464,64908409
7465,64975064
7466,65016081
7467,65443164
7468,65465670
7469,65514131
7470,65573242
7471,65642581
7472,65650327
7473,65699335
7474,65729813
7475,65766580
7476,65767365
7477,65780958
7478,65877208
7479,65888067
7480,65891387
7481,65973180
7482,66035321
7483,66050535
7484,66052067
7485,66114380
7486,66282705
7487,66517106
7488,66599363
7489,66667092
7490,66711744
7491,66951160
7492,66998168
7493,67001856
7494,67071381
7495,67085494
7496,67129314
7497,67293991
7498,67342040
7499,67424416
7500,67765147
7501,67780322
7502,67784709
7503,67962328
7504,67986960
7505,67989133
7506,68020315
7507,68164076
7508,68201724
7509,68248352
7510,68252706
7511,68373373
7512,68417258
7513,68429076
7514,68434854
7515,68524302
7516,68675965
7517,68797601
7518,68866707
7519,68928508
7520,69009885
7521,69153427
7522,69158844
7523,69281265
7524,69463371
7525,69475728
7526,69510006
7527,69596988
7528,69629444
7529,69652897
7530,69654467
7531,69721134
7532,69865600
7533,69869131
7534,69869951
7535,70013567
7536,70029829
7537,70115510
7538,70368631
7539,70373622
7540,70583503
7541,70634988
7542,70640349
7543,70687634
7544,70739349
7545,70930885
7546,71099223
7547,71290526
7548,71444914
7549,71571391
7550,71644421
7551,71645720
7552,71647252
7553,71691514
7554,71743241
7555,71793015
7556,71877809
7557,72006894
7558,72067840
7559,72079339
7560,72101908
7561,72220289
7562,72260739
7563,72266939
7564,72331432
7565,72339940
7566,72398073
7567,72513572
7568,72531217
7569,72574166
7570,72991814
7571,73038437
7572,73120837
7573,73240730
7574,73421977
7575,73562869
7576,73654286
7577,73812940
7578,73904173
7579,73930840
7580,73951760
7581,73991005
7582,74113347
7583,74488985
7584,74638143
7585,74838964
7586,74918891
7587,75068438
7588,75127051
7589,75393053
7590,75426809
7591,76170835
7592,76178356
7593,76458668
7594,76472231
7595,76610829
7596,76742815
7597,76792875
7598,76880977
7599,76991284
7600,77006897
7601,77287545
7602,77313233
7603,77374876
7604,77391175
7605,77421532
7606,77425744
7607,77458628
7608,77466803
7609,77501157
7610,77521350
7611,77534246
7612,77541755
7613,77702636
7614,77810379
7615,77938843
7616,77945195
7617,78018299
7618,78213164
7619,78324429
7620,78476314
7621,78487564
7622,78906980
7623,78931514
7624,78951027
7625,79050917
7626,79226657
7627,79229621
7628,79365184
7629,79381923
7630,79509062
7631,79544226
7632,79862886
7633,79924771
7634,79974025
7635,80019632
7636,80104996
7637,80175477
7638,80444138
7639,80445420
7640,80460567
7641,80460716
7642,80516065
7643,80679690
7644,80684659
7645,80812736
7646,80818728
7647,80889358
7648,80952336
7649,80954263
7650,81086590
7651,81258380
7652,81326549
7653,81489824
7654,81611190
7655,81847195
7656,81866614
7657,82119979
7658,82361606
7659,82579073
7660,82822460
7661,82826872
7662,82850673
7663,82954183
7664,83010347
7665,83293196
7666,83420185
7667,83447078
7668,83595736
7669,83636608
7670,84011566
7671,84030819
7672,84141672
7673,84262413
7674,84384970
7675,84419781
7676,84734317
7677,84740964
7678,85295485
7679,85488158
7680,85517732
7681,85580424
7682,85614052
7683,85633460
7684,85639714
7685,85675203
7686,85875628
7687,85913323
7688,86145099
7689,86169957
7690,86254996
7691,86262254
7692,86268316
7693,86324825
7694,86405567
7695,86464649
7696,86584035
7697,86774832
7698,87009434
7699,87045294
7700,87074272
7701,87412134
7702,87618423
7703,87673679
7704,87811193
7705,87969070
7706,87977540
7707,88102737
7708,88147183
7709,88150160
7710,88212773
7711,88829593
7712,89962466
7713,91413375
7714,91461145
7715,91669950
7716,91688203
7717,91824591
7718,91900986
7719,91901306
7720,91903353
7721,92217831
7722,92354331
7723,92717368
7724,92785679
7725,93090862
7726,93173160
7727,93355017
7728,93579821
7729,93789249
7730,93795131
7731,93902485
7732,93940821
7733,93977836
7734,94046269
7735,94091114
7736,94444838
7737,94527853
7738,94791051
7739,94923726
7740,94928193
7741,95566469
7742,95870427
7743,96406270
7744,97764156
7745,690
7746,1183
7747,1212
7748,1900
7749,1976
7750,2182
7751,3267
7752,3303
7753,3487
7754,4353
7755,4804
7756,5213
7757,5261
7758,5363
7759,6942
7760,9519
7761,9885
7762,9912
7763,10217
7764,10974
7765,11864
7766,13952
7767,16950
7768,17325
7769,17825
7770,20340
7771,21599
7772,22076
7773,26338
7774,26471
7775,31118
7776,38731
7777,40143
7778,40496
7779,41702
7780,42042
7781,42793
7782,44085
7783,44197
7784,44811
7785,46186
7786,46429
7787,46655
7788,49628
7789,51989
7790,52544
7791,53179
7792,53798
7793,54418
7794,54666
7795,56682
7796,57448
7797,57655
7798,57982
7799,58676
7800,59060
7801,60148
7802,63433
7803,63648
7804,63959
7805,68855
7806,69717
7807,69888
7808,70376
7809,72365
7810,72896
7811,72965
7812,73152
7813,77641
7814,83170
7815,83417
7816,83456
7817,83483
7818,84146
7819,86842
7820,87168
7821,87915
7822,88566
7823,88904
7824,91113
7825,95194
7826,96200
7827,97088
7828,97994
7829,98330
7830,98681
7831,100656
7832,102921
7833,103687
7834,105418
7835,111437
7836,112403
7837,112756
7838,113316
7839,117807
7840,120486
7841,122189
7842,123692
7843,125011
7844,126339
7845,126646
7846,127259
7847,127499
7848,127695
7849,127811
7850,129535
7851,130142
7852,133602
7853,134455
7854,135308
7855,136351
7856,137684
7857,138761
7858,139310
7859,140617
7860,140841
7861,144884
7862,145258
7863,145658
7864,146967
7865,147214
7866,147281
7867,150626
7868,154641
7869,157646
7870,158027
7871,159177
7872,161856
7873,167821
7874,168301
7875,170270
7876,175811
7877,182601
7878,187034
7879,188792
7880,191598
7881,191769
7882,192147
7883,192679
7884,194713
7885,194984
7886,195021
7887,195089
7888,195939
7889,202643
7890,204640
7891,208057
7892,208083
7893,209139
7894,209920
7895,211880
7896,212034
7897,213484
7898,215702
7899,216080
7900,217543
7901,218257
7902,219186
7903,221526
7904,223323
7905,225102
7906,227916
7907,230230
7908,230335
7909,231583
7910,235334
7911,238531
7912,239422
7913,243674
7914,245131
7915,245573
7916,246745
7917,246815
7918,248143
7919,253389
7920,254612
7921,263654
7922,264380
7923,272444
7924,273266
7925,277161
7926,277661
7927,287213
7928,287848
7929,289218
7930,292174
7931,294765
7932,294864
7933,297604
7934,298945
7935,302715
7936,303011
7937,306276
7938,318416
7939,320135
7940,323868
7941,323982
7942,324519
7943,325196
7944,327037
7945,327488
7946,327717
7947,328571
7948,328693
7949,329248
7950,333807
7951,334425
7952,334786
7953,335541
7954,338418
7955,339945
7956,349618
7957,350427
7958,351029
7959,352262
7960,352732
7961,357702
7962,360470
7963,361677
7964,362478
7965,368961
7966,369407
7967,370202
7968,385780
7969,386208
7970,389558
7971,390760
7972,391319
7973,411447
7974,411689
7975,412397
7976,413395
7977,419322
7978,419743
7979,419883
7980,420707
7981,426388
7982,431873
7983,433020
7984,438516
7985,444071
7986,444434
7987,447792
7988,450489
7989,458092
7990,458501
7991,461970
7992,465629
7993,467356
7994,467639
7995,468940
7996,471438
7997,471467
7998,473736
7999,477552
8000,482976
8001,486583
8002,488689
8003,490673
8004,492549
8005,493969
8006,498775
8007,500451
8008,504287
8009,506679
8010,515272
8011,515813
8012,516296
8013,521323
8014,523221
8015,529104
8016,532281
8017,533180
8018,537775
8019,538025
8020,543193
8021,544563
8022,548993
8023,549577
8024,549654
8025,551196
8026,562403
8027,563054
8028,564822
8029,565661
8030,567897
8031,571419
8032,572862
8033,576341
8034,588128
8035,594356
8036,605070
8037,609052
8038,611219
8039,612155
8040,614233
8041,623861
8042,638538
8043,639601
8044,641685
8045,642886
8046,643461
8047,648527
8048,650502
8049,653604
8050,661450
8051,662023
8052,663767
8053,664253
8054,666475
8055,675055
8056,677018
8057,682840
8058,683297
8059,691331
8060,692274
8061,692303
8062,692520
8063,695473
8064,702021
8065,704877
8066,706766
8067,708887
8068,710255
8069,717386
8070,724864
8071,729696
8072,730123
8073,733326
8074,738413
8075,745532
8076,746152
8077,749025
8078,749572
8079,755825
8080,757752
8081,761253
8082,768942
8083,772137
8084,773158
8085,776954
8086,781561
8087,784517
8088,784742
8089,788439
8090,789137
8091,795177
8092,795289
8093,795382
8094,799346
8095,800198
8096,800604
8097,803311
8098,804457
8099,805046
8100,807580
8101,812905
8102,814322
8103,823691
8104,836171
8105,840039
8106,840349
8107,843579
8108,846052
8109,856782
8110,860099
8111,860665
8112,866010
8113,867352
8114,868251
8115,868588
8116,870236
8117,878997
8118,879889
8119,882919
8120,891546
8121,898023
8122,914682
8123,915544
8124,918365
8125,918989
8126,919017
8127,922631
8128,926747
8129,934092
8130,937315
8131,937354
8132,959778
8133,961747
8134,971886
8135,972891
8136,974403
8137,979079
8138,979663
8139,980842
8140,983316
8141,989428
8142,992621
8143,995707
8144,1002812
8145,1003461
8146,1006071
8147,1010525
8148,1016047
8149,1016746
8150,1022866
8151,1032377
8152,1035546
8153,1036656
8154,1054056
8155,1057973
8156,1065730
8157,1067024
8158,1071946
8159,1071982
8160,1075699
8161,1076145
8162,1078012
8163,1079637
8164,1081405
8165,1084370
8166,1086734
8167,1101361
8168,1101362
8169,1103906
8170,1108683
8171,1109246
8172,1120596
8173,1122194
8174,1129003
8175,1129623
8176,1130891
8177,1131253
8178,1136829
8179,1146050
8180,1157901
8181,1167259
8182,1170767
8183,1174646
8184,1174934
8185,1175054
8186,1179329
8187,1185253
8188,1185309
8189,1190888
8190,1192433
8191,1194526
8192,1196565
8193,1196901
8194,1200507
8195,1202812
8196,1209435
8197,1212871
8198,1223135
8199,1223799
8200,1225294
8201,1226812
8202,1230698
8203,1237369
8204,1241413
8205,1255244
8206,1259879
8207,1267593
8208,1271509
8209,1272076
8210,1274517
8211,1278212
8212,1286651
8213,1288998
8214,1301740
8215,1302850
8216,1308374
8217,1309829
8218,1313124
8219,1313475
8220,1314752
8221,1316708
8222,1317792
8223,1319181
8224,1336873
8225,1342360
8226,1342804
8227,1357298
8228,1359421
8229,1363104
8230,1365881
8231,1377460
8232,1379730
8233,1382810
8234,1385470
8235,1389609
8236,1401430
8237,1401817
8238,1408600
8239,1409741
8240,1413276
8241,1414837
8242,1420062
8243,1422582
8244,1425903
8245,1427475
8246,1428812
8247,1444314
8248,1445834
8249,1451225
8250,1451471
8251,1454644
8252,1462282
8253,1462701
8254,1464104
8255,1482768
8256,1486291
8257,1496990
8258,1497628
8259,1500654
8260,1509205
8261,1510005
8262,1513308
8263,1515225
8264,1516236
8265,1517222
8266,1519747
8267,1522844
8268,1529535
8269,1531415
8270,1533248
8271,1534870
8272,1538838
8273,1541139
8274,1543838
8275,1544943
8276,1549573
8277,1553182
8278,1580082
8279,1584702
8280,1595262
8281,1609564
8282,1609827
8283,1611331
8284,1614945
8285,1616850
8286,1618343
8287,1620183
8288,1621182
8289,1621788
8290,1635624
8291,1638682
8292,1639231
8293,1641795
8294,1646327
8295,1651325
8296,1666363
8297,1668218
8298,1679477
8299,1688225
8300,1689238
8301,1697911
8302,1699443
8303,1708631
8304,1708748
8305,1709104
8306,1711539
8307,1716488
8308,1717632
8309,1728976
8310,1736896
8311,1738558
8312,1740865
8313,1741180
8314,1752663
8315,1754002
8316,1754975
8317,1770503
8318,1777442
8319,1782831
8320,1785610
8321,1793923
8322,1794300
8323,1795135
8324,1798689
8325,1798914
8326,1814174
8327,1822483
8328,1828123
8329,1829991
8330,1830380
8331,1832946
8332,1849116
8333,1855233
8334,1858925
8335,1867547
8336,1873745
8337,1874516
8338,1883212
8339,1884287
8340,1884442
8341,1884642
8342,1894054
8343,1898161
8344,1904736
8345,1910378
8346,1933730
8347,1935285
8348,1935696
8349,1936895
8350,1938382
8351,1943284
8352,1944800
8353,1946221
8354,1948812
8355,1959769
8356,1963746
8357,1976647
8358,1976970
8359,1993852
8360,2000163
8361,2002279
8362,2019016
8363,2030323
8364,2039870
8365,2040554
8366,2042465
8367,2051070
8368,2071583
8369,2078045
8370,2116570
8371,2117580
8372,2119212
8373,2138339
8374,2163464
8375,2164118
8376,2173530
8377,2189160
8378,2196347
8379,2197259
8380,2205845
8381,2205926
8382,2213767
8383,2223984
8384,2229301
8385,2278807
8386,2319350
8387,2319867
8388,2346051
8389,2352663
8390,2364772
8391,2376601
8392,2376619
8393,2388950
8394,2440089
8395,2451044
8396,2459287
8397,2459423
8398,2474435
8399,2496211
8400,2512748
8401,2526284
8402,2548365
8403,2559168
8404,2560516
8405,2592673
8406,2629909
8407,2631425
8408,2643113
8409,2672098
8410,2673952
8411,2677334
8412,2683676
8413,2688315
8414,2727770
8415,2745567
8416,2746074
8417,2759402
8418,2786738
8419,2786819
8420,2813151
8421,2813363
8422,2823241
8423,2828721
8424,2841209
8425,2861921
8426,2871786
8427,2883335
8428,2890570
8429,2898254
8430,2908505
8431,2918812
8432,2920292
8433,2931376
8434,2932786
8435,2946214
8436,2947470
8437,2952947
8438,2967858
8439,2978978
8440,3002344
8441,3003404
8442,3016806
8443,3027195
8444,3030003
8445,3069065
8446,3087023
8447,3090386
8448,3093213
8449,3097461
8450,3109072
8451,3130115
8452,3143860
8453,3156294
8454,3165635
8455,3173176
8456,3175520
8457,3183892
8458,3189670
8459,3191642
8460,3206696
8461,3229735
8462,3267605
8463,3270458
8464,3273630
8465,3301043
8466,3315873
8467,3318051
8468,3335181
8469,3340727
8470,3347530
8471,3372300
8472,3374799
8473,3376401
8474,3389926
8475,3392497
8476,3409584
8477,3412956
8478,3422709
8479,3423966
8480,3441321
8481,3445290
8482,3462897
8483,3468624
8484,3471749
8485,3496491
8486,3501074
8487,3509412
8488,3534427
8489,3577250
8490,3589655
8491,3598650
8492,3607161
8493,3635457
8494,3645856
8495,3665167
8496,3677622
8497,3680799
8498,3697662
8499,3715412
8500,3756895
8501,3757713
8502,3768460
8503,3785307
8504,3791215
8505,3799330
8506,3818397
8507,3829551
8508,3830050
8509,3832048
8510,3832699
8511,3846380
8512,3846700
8513,3848559
8514,3883441
8515,3896992
8516,3922475
8517,3923587
8518,3939322
8519,3948275
8520,3952052
8521,3977232
8522,3980464
8523,3981102
8524,3986214
8525,3992404
8526,3992884
8527,4023037
8528,4024711
8529,4047861
8530,4065244
8531,4101246
8532,4106617
8533,4106682
8534,4112046
8535,4115138
8536,4136956
8537,4143702
8538,4178417
8539,4181424
8540,4194920
8541,4198311
8542,4208120
8543,4213402
8544,4223580
8545,4257577
8546,4272382
8547,4276548
8548,4282808
8549,4295891
8550,4304337
8551,4354057
8552,4365766
8553,4374975
8554,4388699
8555,4409014
8556,4429171
8557,4434330
8558,4459398
8559,4484531
8560,4512430
8561,4514073
8562,4518092
8563,4567080
8564,4578587
8565,4588065
8566,4600384
8567,4634416
8568,4655486
8569,4662758
8570,4674940
8571,4685384
8572,4687791
8573,4688354
8574,4696105
8575,4706131
8576,4710575
8577,4713628
8578,4730979
8579,4736016
8580,4739042
8581,4741899
8582,4742354
8583,4744941
8584,4745807
8585,4755689
8586,4768900
8587,4769863
8588,4771905
8589,4789493
8590,4848797
8591,4858051
8592,4898263
8593,4920275
8594,4921462
8595,4928543
8596,4943145
8597,4958441
8598,4967469
8599,4970972
8600,4974046
8601,4977542
8602,4984472
8603,4987015
8604,4998145
8605,4999471
8606,5000654
8607,5010650
8608,5017502
8609,5064590
8610,5070449
8611,5075840
8612,5076964
8613,5085485
8614,5118881
8615,5133121
8616,5144764
8617,5146988
8618,5152406
8619,5153846
8620,5175830
8621,5184102
8622,5186919
8623,5187024
8624,5220528
8625,5226211
8626,5234623
8627,5236035
8628,5236598
8629,5238708
8630,5264842
8631,5268763
8632,5269069
8633,5284154
8634,5296416
8635,5305552
8636,5320055
8637,5320368
8638,5331577
8639,5341706
8640,5400107
8641,5459617
8642,5466492
8643,5475035
8644,5478260
8645,5483269
8646,5512395
8647,5516298
8648,5555349
8649,5563494
8650,5569508
8651,5581133
8652,5587236
8653,5597345
8654,5619585
8655,5624721
8656,5647337
8657,5652049
8658,5655741
8659,5662298
8660,5670241
8661,5689927
8662,5690487
8663,5697227
8664,5703039
8665,5719570
8666,5732281
8667,5738285
8668,5746567
8669,5755834
8670,5776068
8671,5778064
8672,5802993
8673,5803434
8674,5833005
8675,5838512
8676,5845264
8677,5846501
8678,5848740
8679,5856771
8680,5864173
8681,5865598
8682,5897654
8683,5903536
8684,5917359
8685,5934310
8686,5950884
8687,5954907
8688,5958221
8689,5969409
8690,5986929
8691,6041620
8692,6043012
8693,6045239
8694,6097524
8695,6157895
8696,6165421
8697,6172338
8698,6172539
8699,6185249
8700,6209658
8701,6216000
8702,6237050
8703,6249654
8704,6255238
8705,6265975
8706,6270921
8707,6271625
8708,6297436
8709,6305260
8710,6308809
8711,6309070
8712,6309423
8713,6311119
8714,6324199
8715,6352350
8716,6396159
8717,6399000
8718,6406263
8719,6406743
8720,6418336
8721,6450081
8722,6453661
8723,6474442
8724,6484889
8725,6499211
8726,6500590
8727,6534323
8728,6549265
8729,6561887
8730,6585283
8731,6589339
8732,6628631
8733,6637585
8734,6640435
8735,6645610
8736,6709544
8737,6719926
