,actor_id,login
1158,18551316,RomanTsukanov
1159,244656,humitos
1160,1036163,SantoshSrinivas79
1161,4212985,stjordanis
1162,8342105,jdanil
1163,16577,komagata
1164,90699,klen
1165,46693720,jamesbayly
1166,30430,yuvipanda
1167,13698520,jleni
1168,6393612,billimek
1169,11521496,romainmenke
1170,2160685,cblanc
1171,24558636,adbenitez
1172,1361086,ZacSweers
1173,1434387,ruzickap
1174,1260124,wsmoses
1175,6975538,bigearsenal
1176,47792,brandonkelly
1177,8176996,limpid-kzonix
1178,1532418,norbertschuler
1179,1949356,folex
1180,8347177,momdo
1181,6461412,aeschli
1182,130874,jacobwgillespie
1183,1085180,nicoddemus
1184,1948024,florin65
1185,16578570,noraj
1186,31692,jamesgorrie
1187,6959636,zekth
1188,6238966,zehengl
1189,4140247,luzpaz
1190,1918426,kangarko
1191,455137,bednar
1192,10818702,maxvisser
1193,6578603,guitargeek
1194,9929737,sbrl
1195,3828967,Asjas
1196,22111124,alexanderleegs
1197,81285256,shidahuilang
1198,1866157,ikhoon
1199,1974963,jmuelbert
1200,1816471,crosshj
1201,1247578,Dirbaio
1202,5521725,jsf9k
1203,2791730,willsoto
1204,24359,jywarren
1205,1699466,michaelpj
1206,26436946,ripee
1207,1569131,JakeChampion
1208,58163275,Yousazoe
1209,25046,tarsius
1210,47762,mogul
1211,577247,andreas-kupries
1212,739622,treydock
1213,2807888,whummer
1214,66961,CvX
1215,58297459,tim-s-ccs
1216,692075,sbidoul
1217,703248,agriffard
1218,510883,hlissner
1219,2891483,rymsha
1220,1833361,bobdenotter
1221,60806622,batbone
1222,13188663,AndWac
1223,71187640,planet-4
1224,28113323,mender-test-bot
1225,75360975,particularbot6
1226,58338325,sunpy-backport[bot]
1227,43047562,scala-steward
1228,65029690,sync-by-unito[bot]
1229,61464155,cgeo-ci-bot
1230,40902,davies
1231,10347617,andrey-helldar
1232,645812,hfaulds
1233,1847343,mrmr1993
1234,17420502,abedeen
1235,7413880,BasixKOR
1236,26760571,erezrokah
1237,6706544,slinkydeveloper
1238,41184947,PassionPenguin
1239,21195014,akhilthomas011
1240,6756943,ppanero
1241,63012359,serlus
1242,58790826,elasticsearchmachine
1243,11743717,craicoverflow
1244,11852044,billypchan
1245,59655536,leplerjacob
1246,54184719,dbrandt1990
1247,3846874,SimonFinney
1248,762088,sauloperez
1249,61792675,veado
1250,4936580,linev
1251,52778946,ibsoln
1252,37335599,bakatzir
1253,127565,wragge
1254,2338946,weareoutman
1255,952007,szepeviktor
1256,10395817,liyasthomas
1257,408570,sethvargo
1258,34695,rfk
1259,1832280,andy31415
1260,75027050,softvision-raul-bucata
1261,142755,bobsilverberg
1262,6537861,HaoK
1263,7300975,stvstnfrd
1264,900820,richardkchapman
1265,46097255,linjiX
1266,70859262,himalayadevo
1267,9464825,innerlee
1268,1031227,timotheeguerin
1269,37865735,clangenb
1270,10670690,pankaj-ag
1271,517124,clokep
1272,17935946,ariel11
1273,10002889,severinbeauvais
1274,10572368,LoneRifle
1275,1122927,tidoust
1276,9079781,garnier-quentin
1277,1119017,pconrad
1278,41239728,szolowicz
1279,975703,scinos
1280,13190808,gizeasy
1281,2037026,mdegat01
1282,194984,sideshowbarker
1283,7499936,qw4990
1284,12330670,marusak
1285,33178835,Tbaut
1286,675558,rowanseymour
1287,5603551,glennmatthews
1288,2787548,QuentinBisson
1289,137855,Hinton
1290,1159732,oscarbenjamin
1291,734007,johnmcfarlane
1292,165045,Ponce
1293,13564,ezyang
1294,243761,themr0c
1295,6313468,elkebab
1296,179599,ThiefMaster
1297,5395690,ivankatliarchuk
1298,1066895,grafnu
1299,22619452,Hyperkid123
1300,249268,rolfbjarne
1301,20243687,josokinas
1302,16804727,onurctirtir
1303,2404182,ewbankkit
1304,7295071,vasco-santos
1305,727292,jerinphilip
1306,8811264,SunnyDeng
1307,993128,JamieD1
1308,3396447,Arnab-Developer
1309,332336,aryx
1310,16295283,yaron2
1311,961747,kszucs
1312,870236,SSE4
1313,6464005,andrueastman
1314,241530,cmichi
1315,247363,jodator
1316,9410171,xieguigang
1317,4608994,kopiczko
1318,2010320,pacoxu
1319,9407960,driazati
1320,6218188,alex-deaconu
1321,7856010,christopherfujino
1322,51358681,J0zi
1323,77081751,Charlie-Sumorok
1324,1721820,pitrou
1325,6185391,janiversen
1326,2230142,dkoo
1327,40610,kishikawakatsumi
1328,41041655,sgnilreutr
1329,3339418,nightah
1330,4782928,pgaudet
1331,1455208,edwarnicke
1332,12424668,nomisRev
1333,5331316,tnqn
1334,1851560,orpiske
1335,17774687,keithc-ca
1336,552316,jgerigmeyer
1337,8330330,cristianmtr
1338,159137,therve
1339,6779483,SpenceKonde
1340,41681172,NickGrantX
1341,7512922,erfanoabdi
1342,46211617,platfowner
1343,5968590,jakelishman
1344,11282622,ejizba
1345,6439827,LucasCharrier
1346,3404133,juliushaertl
1347,7874664,mg901
1348,16414147,MarkSFrancis
1349,3392975,jpoehnelt
1350,11839204,BrianMarquez3
1351,57982,morgo
1352,17499590,pgrzesik
1353,188768,fb55
1354,1423118,jsteemann
1355,6140516,msasikanth
1356,12020523,lgirdwood
1357,35777542,tldahlgren
1358,50747025,mcdonnnj
1359,3397663,simonemainardi
1360,251987,manicminer
1361,32355782,srknzl
1362,19957806,mssalvatore
1363,241542,yuya-takeyama
1364,31018228,Itay4
1365,46641503,smaranjitghose
1366,5334269,rpetit3
1367,10327871,cfranklin11
1368,712614,petr-muller
1369,1621608,aaemnnosttv
1370,62290797,kathsherratt
1371,12835420,portlek
1372,7783288,mtlynch
1373,599498,mtpultz
1374,5417918,tjayrush
1375,11174462,NurKeinNeid
1376,897575,bjoernricks
1377,535934,sjrd
1378,2403023,chriskrycho
1379,928045,barbeau
1380,382917,lresende
1381,6343103,zanderso
1382,1264964,omichel
1383,44816587,m4thieulavoie
1384,17511478,bfren
1385,25857203,sshane
1386,6939968,anthrotype
1387,870767,stbrody
1388,479169,tiensonqin
1389,141369,sdreher
1390,695720,jonkoops
1391,6187649,nf-s
1392,3056480,tschaffter
1393,15986659,embano1
1394,2721089,liamdebeasi
1395,4530030,dustymabe
1396,208973,rbygrave
1397,29480346,mantariksh
1398,7905502,baywet
1399,1218366,mulkieran
1400,973964,tiagojsag
1401,43357585,CasperWA
1402,765746,oliverklee
1403,1420062,tiancaiamao
1404,753570,maorleger
1405,570848,soywiz
1406,42749717,yvonnetangsu
1407,1149243,kobezzza
1408,10681413,stefonarch
1409,19343,ai
1410,4923043,ThibodeauJF
1411,64103,ddbeck
1412,5572669,rauljordan
1413,1745006,jsafrane
1414,22498,seanh
1415,1138515,clefebvre
1416,161476,Eugeny
1417,40433049,osvaldokalvaitir
1418,4198311,skyzh
1419,1606969,codebyravi
1420,120951,adamdecaf
1421,1748653,no23reason
1422,35549653,siyeons
1423,30869493,schmelto
1424,47353,jwillemsen
1425,361671,matthewp
1426,195873,yuanzhou
1427,357379,delucis
1428,2072894,Robdel12
1429,56195,bitboxer
1430,291028,ninoseki
1431,2229339,lizmat
1432,1467123,imphil
1433,36773036,ndittren
1434,10992720,bharathkkb
1435,6324272,ashleyfae
1436,12596392,12rambau
1437,5478798,lmsurpre
1438,111218,cbeer
1439,1890703,EricWittmann
1440,11406616,qiluo-msft
1441,1822473,adzialocha
1442,1638767,yuki-takei
1443,1306044,pfultz2
1444,1246444,GeertvanHorrik
1445,10859440,adamgayoso
1446,1938,eventualbuddha
1447,3704904,kantord
1448,671786,valpinkman
1449,33010418,bidoubiwa
1450,1751755,nghialv
1451,29597,bvaughn
1452,50850142,tneotia
1453,2931520,hediet
1454,599268,jankeromnes
1455,4003950,jiasli
1456,6933510,fonsp
1457,2855350,stefcameron
1458,8301244,runeanielsen
1459,2559438,jaimergp
1460,1500598,tsegismont
1461,669257,themylogin
1462,1840295,castastrophe
1463,1638467,katbyte
1464,7288588,mrizzi
1465,712608,eformat
1466,870154,marcoscaceres
1467,13928957,surajshetty3416
1468,15965696,kezhenxu94
1469,33488229,zloyden
1470,887,mislav
1471,855219,srl295
1472,1278021,afabiani
1473,95203,rohityadavcloud
1474,699132,gziolo
1475,43705455,yuval-hazaz
1476,18220477,alyssawilk
1477,9899409,timflannagan
1478,3594868,gabemontero
1479,45460120,ednow
1480,33993,makortel
1481,393160,simu
1482,329308,kogre
1483,22800536,hollisc
1484,22133008,karrui
1485,5939997,hoangpq
1486,22944042,pmconne
1487,10407788,vincentsarago
1488,483832,garyrussell
1489,1561200,FrederikBolding
1490,2759402,hakman
1491,10608509,aramase
1492,866144,acabal
1493,126560,robert-ancell
1494,52416718,fussel178
1495,9653571,EarthmanT
1496,52649,tannewt
1497,2315687,nirinchev
1498,1231455,driskull
1499,6565775,kparichay
1500,1832511,raubitsj
1501,55065,cowtowncoder
1502,4558105,jspaaks
1503,1016473,de-code
1504,1126906,johannlombardi
1505,277525,PVince81
1506,606355,kainino0x
1507,549577,cchaos
1508,62999761,TiaGoiNsaNy
1509,48163546,Mesteery
1510,122850,lfrancke
1511,19220417,Chumva
1512,8960252,IDCs
1513,1380162,cbirkenbeul
1514,735851,majora2007
1515,2602313,kjozwiak
1516,317653,displague
1517,1044698,peterdemartini
1518,1346979,dholbach
1519,16015926,KeitaNakamura
1520,554131,talex5
1521,157646,matzew
1522,26978698,MarinaPaley
1523,630670,koxudaxi
1524,3162115,zhangdaiscott
1525,15155608,SnO2WMaN
1526,10090263,jhendrixMSFT
1527,8156884,willfish
1528,24930306,hkantare
1529,5887312,sleshchenko
1530,356103,ThomasWaldmann
1531,45102481,diego-antonelli
1532,184815,andig
1533,684019,jlhughes
1534,1500684,kentcdodds
1535,9877376,LukeSheard
1536,14939793,carkod
1537,56010,karma0
1538,43217,alfetopito
1539,54371434,godofredoc
1540,2269732,kelsos
1541,10698008,Ackuq
1542,671766,pevik
1543,1951107,gioman
1544,30918532,snowleopardAlexa
1545,548304,batrick
1546,61977,seberg
1547,26471,andersk
1548,14963751,NeOMakinG
1549,39854,dereuromark
1550,3355051,arnaud4d
1551,11428869,Mugurell
1552,1538528,justinyoo
1553,187831,keegancsmith
1554,1981996,leoloso
1555,2931079,cglewis
1556,9082919,haircommander
1557,7416381,AngheloAlf
1558,8451211,gibsondan
1559,5604329,lgarren
1560,350947,drewnoakes
1561,5099053,petergphillips
1562,67879877,pineappleEA
1563,26014927,Evalir
1564,1792121,dzenanz
1565,1386526,flyingsilverfin
1566,30769358,mei23
1567,6323066,alexvanin
1568,1165786,mprins
1569,33701864,JarbasAl
1570,28093618,northwestwitch
1571,1334279,SamuelHassine
1572,116679,rushtong
1573,66577,JakeWharton
1574,27560638,Teakowa
1575,368013,stakach
1576,1478678,Gymnasiast
1577,5375137,PureWeen
1578,23304,dims
1579,22135088,Hedingber
1580,119884,jaredlockhart
1581,901035,awseward
1582,15702139,ilhan007
1583,10914751,htuch
1584,458494,themightychris
1585,664258,jsnajdr
1586,174269,BryanSchuetz
1587,1360766,jlowe
1588,166269,ahopkins
1589,19534377,eseliger
1590,6490959,original-brownbear
1591,6909759,eddiemuc
1592,10537847,ericvn
1593,359723,jeluard
1594,762030,cicirello
1595,280181,tomponline
1596,10904967,HumairAK
1597,5438317,unitycoder
1598,25985824,brimoor
1599,1525421,nurikk
1600,61920574,asahiocean
1601,2906700,Tatskaari
1602,907717,stuartarchibald
1603,102495,ssbarnea
1604,928116,mlocati
1605,416356,ademaro
1606,18473240,Martin-Molinero
1607,5731772,marandaneto
1608,768592,eviljeff
1609,225674,vietj
1610,4104715,jfdenise
1611,1538165,vyasr
1612,10922892,ptupitsyn
1613,6389780,marcelveldt
1614,10767027,zexi
1615,9382567,adam-fowler
1616,13750250,ioito
1617,9800740,r10s
1618,22899328,safern
1619,40268737,jrodewig
1620,2659478,redreceipt
1621,19169361,rfranzke
1622,18745285,liuzix
1623,16541325,hanzei
1624,4226070,juliogonzalez
1625,4380815,droshev
1626,1517745,andrewrlee
1627,1424596,iMicknl
1628,7802932,arielshaqed
1629,31455525,svenklemm
1630,2008881,bkjohnson
1631,446555,ppekrol
1632,9092207,cgardens
1633,55363164,ablaamim
1634,10298932,deraw
1635,12273384,bgavrilMS
1636,6804901,mvdbeek
1637,302330,rra
1638,458784,zachmargolis
1639,8343178,ssddanbrown
1640,51850998,paulbalandan
1641,19820422,shonfeder
1642,9677399,ofek
1643,478555,bieniu
1644,7144772,sighingnow
1645,50611240,vyixzheng
1646,12027149,muhammadhanif
1647,58601,nikku
1648,30503,domesticmouse
1649,416259,mdevaev
1650,283442,valyala
1651,10219539,usmansbk
1652,963645,dlech
1653,6535425,chitoku-k
1654,841044,nemesisdesign
1655,11387200,liranp
1656,724848,Tatsh
1657,3653132,mppf
1658,3030561,CriesofCarrots
1659,21295394,NielsPilgaard
1660,205110,sinisa632
1661,27498679,pacospace
1662,5426427,wojtekmaj
1663,1609742,rofe
1664,1735211,tfussell
1665,50202942,eheimbuch
1666,6333063,martin-trajanovski
1667,25650701,gatsbybot
1668,22521688,hfhbd
1669,15157491,PeterShaggyNoble
1670,6134406,lpil
1671,22204562,rsdmike
1672,29682322,MinhPhu0304
1673,12140423,axel-h
1674,180050,Integralist
1675,6400093,omjadas
1676,6197628,dstansby
1677,481465,frangio
1678,1218433,mokagio
1679,2716794,keradus
1680,11512,AlekSi
1681,16724970,johnwlambert
1682,27687382,RemcoSimonides
1683,14319357,frosty00
1684,7222886,victorenaud
1685,129552,appaquet
1686,15259299,talyguryn
1687,10229505,tnir
1688,1366654,koppor
1689,1524059,lhns
1690,8516790,joseph-robertson
1691,27242001,LoneDev6
1692,13867127,origamiserviceuser
1693,400117,alexgibson
1694,922631,ealonso
1695,41324271,k4y4k
1696,1097548,jdspdx
1697,900408,bsutton
1698,25130444,Ginxo
1699,24438559,tsachiherman
1700,1022396,jburel
1701,973709,yajo
1702,384747,flcdrg
1703,53007108,yogesh-hullatti
1704,236351,map0logo
1705,5255616,djaglowski
1706,713090,sasurobert
1707,17900494,john-preston
1708,72792730,1Danish-00
1709,1058663,UbuntuEvangelist
1710,72885316,juan-rivera-2020
1711,9568287,ismtabo
1712,2915325,JoshOrndorff
1713,837573,untitaker
1714,15801806,ojeytonwilliams
1715,4853612,saintech
1716,1008395,lkiesow
1717,796574,stepchowfun
1718,52382196,brighid-bot
1719,63102155,contentful-ecosystem-bot
1720,46292936,feast-ci-bot
1721,45893816,ExtendReality-Bot
1722,71382382,x6-bot[bot]
1723,24401983,qubesos-bot
1724,61872893,architectbot
1725,58339389,hm-backport[bot]
1726,50412245,AustationBot
1727,82752207,j5ik2o-bot[bot]
1728,10880445,cheminfo-bot
1729,10268727,netkan-bot
1730,1765418,lukwam
1731,12696650,kongwilson
1732,6508,vdemeester
1733,8975114,jonahwilliams
1734,351553,carlosbuenosvinos
1735,19616653,ArmageddonKnight
1736,17916609,paulidale
1737,2719629,LarsMichelsen
1738,13532591,bryphe
1739,12577557,TedSpinks
1740,500,JJ
1741,858731,jkwatson
1742,16417047,galak
1743,21292037,eyoungmin
1744,102575,sanjayankur31
1745,5689864,ethanfrey
1746,376455,omry
1747,16560457,gdgate
1748,16092291,ycao56
1749,58790750,apmmachine
1750,151346,leonardehrenfried
1751,19314578,DavidMinarsch
1752,4046493,queglay
1753,1235378,joshgummersall
1754,1708494,joostdecock
1755,1279749,gsmet
1756,2005841,sibelius
1757,1612261,geissonator
1758,1926584,isidorn
1759,662023,oguzkocer
1760,10428333,tokers
1761,154748,tgriesser
1762,41145062,MartyG-RealSense
1763,24697284,Ehco1996
1764,5640366,garciparedes
1765,24736507,pep8speaks
1766,18649508,NOBLES5E
1767,623453,howardjohn
1768,14921356,KKoukiou
1769,54035,jneira
1770,426388,jeherve
1771,1855141,JacquesCarette
1772,127499,xrstf
1773,20099589,ali-ramadhan
1774,61322661,siggiskulason
1775,1544111,annevk
1776,10999,torkelo
1777,54048360,yonzhan
1778,4115138,smuzaffar
1779,189114,bflad
1780,43478413,grafanabot
1781,173661,kripken
1782,2195781,maelvls
1783,755472,HeikoKlare
1784,1301112,benpicco
1785,2574405,sebastian-philipp
1786,44642431,kento-yoshidu
1787,74899441,aleks-ivanov
1788,12143653,mdX7
1789,1016047,lizan
1790,87915,rdblue
1791,4266087,fuxingloh
1792,65520,finestructure
1793,2382124,igapyon
1794,22790899,Necktschnagge
1795,64779472,ssi02014
1796,19825685,JoanFM
1797,22454918,akinsho
1798,25349329,fromanirh
1799,5106647,oscerd
1800,75235,barrucadu
1801,19365553,hmusum
1802,39889,yarikoptic
1803,4529381,richardliaw
1804,71444914,mmulholla
1805,63233073,tomsmyers
1806,48603081,TahaTesser
1807,6035284,Borda
1808,8078968,jbrockmendel
1809,25432,thewtex
1810,611019,vkarak
1811,16019444,marcellp
1812,5934157,philrz
1813,6305260,mattklein123
1814,2212006,bahmutov
1815,12435965,SudharakaP
1816,8268873,RainbowMango
1817,2644,jd
1818,37622889,hannesbraun
1819,591645,jtpio
1820,24370807,parasharrajat
1821,1721046,alextekartik
1822,5341706,jakebailey
1823,349154,sschuberth
1824,260340,Artur-
1825,281303,aknuds1
1826,7374733,grzanka
1827,124687,toolness
1828,1281082,mvines
1829,695473,saschagrunert
1830,3263098,damencho
1831,6757853,etimberg
1832,31777345,hasheddan
1833,328571,stuartwdouglas
1834,836171,bcoca
1835,4162329,eduardoboucas
1836,980082,liggitt
1837,2299951,pietroalbini
1838,6892852,GGrassiant
1839,1880641,charleskawczynski
1840,5058284,DaveCTurner
1841,53831230,bors-libra
1842,622699,harshavardhana
1843,7897876,moodysalem
1844,59577,sobotka
1845,51673362,jenkins-is-staging
1846,53630064,Corfucinas
1847,282080,brianchandotcom
1848,5655108,andrewtelnov
1849,47586280,ks-ci-bot
1850,2194784,timotheecour
1851,1879821,twschiller
1852,184063,satra
1853,7587318,shiltian
1854,174281,pranavkm
1855,89049,rmetzger
1856,2755881,danxmoran
1857,2865885,felixxm
1858,3646147,otan
1859,163343,JakubOnderka
1860,40216934,gbuildx
1861,1704556,siggisim
1862,4251,Vinnl
1863,5135385,yuzefovich
1864,19418023,thecesrom
1865,675644,miri64
1866,419322,robscott
1867,2664569,jeromekelleher
1868,396076,JasonGross
1869,2180215,Geod24
1870,198344,anuraaga
1871,1932513,BeryJu
1872,7677092,jetzlstorfer
1873,140937,hzeller
1874,23308427,hibatallahAouadni
1875,5714066,aanm
1876,1176434,mangelajo
1877,18150845,ThaTiemsz
1878,8361299,Alex-302
1879,9079960,ankush
1880,22009,mumoshu
1881,36972686,aaronayres35
1882,2929847,matkatmusic
1883,3019665,jakirkham
1884,57909583,akshitagupta15june
1885,37634144,themarwhal
1886,5194711,qliphy
1887,2150711,overvenus
1888,39923744,yaichenbaum
1889,948901,jhoblitt
1890,14281572,emontnemery
1891,10572122,dycw
1892,128885,fly51fly
1893,5839577,jeromelaban
1894,48015736,sherrif10
1895,94284,evgeni
1896,2440928,rhc54
1897,4922778,devnexen
1898,293363,ehelms
1899,463230,taylorotwell
1900,25843920,masayuki2009
1901,876920,rebornix
1902,10554446,ArcturusZhang
1903,189190,DHowett
1904,264469,tototoshi
1905,10743879,wojtek-t
1906,336212,PeterJCLaw
1907,17530,asim
1908,8050853,domdfcoding
1909,1225231,orviz
1910,1653598,bakkot
1911,301220,alexwlchan
1912,7131143,jon-betts
1913,5495193,awaelchli
1914,31348972,Youssef1313
1915,30140,jstrachan
1916,7277719,danirabbit
1917,92793,ForNeVeR
1918,7328370,stevekuznetsov
1919,5846501,ericphanson
1920,9430290,zzcclp
1921,11017722,connor-baer
1922,633765,Akasurde
1923,242598,wbhart
1924,1078012,DanTup
1925,7103774,edomt
1926,3646450,gggina
1927,1627459,shgysk8zer0
1928,145676,tomayac
1929,33491632,MarcoGorelli
1930,647031,rogeralsing
1931,2354108,coveralls
1932,42082,bonzini
1933,2612464,vbgl
1934,991986,lazka
1935,3210701,csweichel
1936,995707,OskarStark
1937,1760218,mjsteinbaugh
1938,5938560,kylecorry31
1939,140617,jpnurmi
1940,132757,ndeloof
1941,63777,caniszczyk
1942,36992787,gy95
1943,3970376,bthaile
1944,128436,longfin
1945,465550,ewels
1946,60622,timj
1947,203261,XVilka
1948,613981,suchow
1949,27971921,kurkle
1950,1524988,g4s8
1951,5127634,oxinabox
1952,52195,mcollina
1953,18536328,Sergey-Lyapin
1954,1217863,sijie
1955,666005,tombuildsstuff
1956,2138339,nak3
1957,25523606,yi-Xu-0100
1958,2000835,rhatdan
1959,35669742,NukeManDan
1960,1533248,Progi1984
1961,13893767,codecademydev
1962,37798644,joshuaellis
1963,20403791,mhillerstrom
1964,10589913,web-padawan
1965,541623,aptalca
1966,227823,stack72
1967,6950331,bwplotka
1968,13562,jauderho
1969,1637694,vinnyjth
1970,1640675,tolusha
1971,46740,stuhood
1972,145564,JAORMX
1973,12431,dahlia
1974,3797675,stefanprodan
1975,43951,joschi
1976,7045099,oranagra
1977,1539747,simlu
1978,66667989,Damian-Nordic
1979,32869456,rvsia
1980,25052421,danranVm
1981,1292556,vbrazo
1982,5497832,Tobias-Fischer
1983,24299864,tac0turtle
1984,16631152,CalvinKirs
1985,7724863,bbimber
1986,913445,jsquire
1987,734593,lukaseder
1988,2603011,webmaster128
1989,10248953,Martchus
1990,1821173,Tratcher
1991,426437,alexmt
1992,17039389,harupy
1993,167819,pchote
1994,20663557,nibanks
1995,1196320,lalitb
1996,937168,blommish
1997,65395387,stefan-hartmann-lgs
1998,63494497,Ksengine
1999,20221408,STRRL
2000,30581822,ouuan
2001,184683,eed3si9n
2002,1275206,Nyholm
2003,1798520,amaltaro
2004,2212681,jakubgs
2005,12912489,SimonHeybrock
2006,1762519,ingbrzy
2007,19702899,xunyi0
2008,1948812,DonJayamanne
2009,1498098,rmackay9
2010,1313584,cocreature
2011,9680609,skoulouzis
2012,2701406,jmthibault79
2013,32168567,emostov
2014,10626596,jasikpark
2015,227486,chrisbanes
2016,1873348,stefanberger
2017,1096616,mattleibow
2018,195327,frenck
2019,31325167,nemanjaglumac
2020,5811789,tuomas2
2021,3950390,nodiscc
2022,66988135,svcbot-qecnsdp
2023,172697,naveensrinivasan
2024,605277,uranusjr
2025,1764210,pchaigno
2026,3065230,ronag
2027,469989,bennycode
2028,7536620,webdeveloper510
2029,1466293,teoli2003
2030,351529,leighmcculloch
2031,11302675,MajkiIT
2032,3179612,wolfram77
2033,4924623,nsoranzo
2034,625793,The-Compiler
2035,98980,chmouel
2036,1346876,eanders
2037,1204802,jasmussen
2038,13185699,dalmia
2039,1279263,christothes
2040,21028455,dstrome
2041,782193,bluca
2042,161631,tianon
2043,146201,rhymes
2044,831580,wyli
2045,1494211,ubergesundheit
2046,3650755,scpeters
2047,15090582,yqrashawn
2048,2751996,dralley
2049,323878,roblourens
2050,4512430,mnajdova
2051,110087,halkeye
2052,640797,CMCDragonkai
2053,7474696,pchico83
2054,6385855,danmoseley
2055,1871438,bska
2056,211,olleolleolle
2057,4161644,spacewander
2058,4534621,rmohr
2059,38700,mfussenegger
2060,82342,ripienaar
2061,161571,aledbf
2062,17984549,mxschmitt
2063,6945922,rusty1s
2064,12574651,ThusSpokeNomad
2065,4564579,CyrusNajmabadi
2066,605361,greatislander
2067,488689,shilman
2068,2997570,chrisjsewell
2069,5506585,lsf37
2070,143465,eighthave
2071,1447303,flamber
2072,2805315,zzxwill
2073,562321,ret2libc
2074,1976582,kevinushey
2075,210737,imjasonh
2076,4426050,valentijnscholten
2077,507615,afc163
2078,45285388,kaushikb11
2079,83631,schlessera
2080,2096628,blink1073
2081,8647429,aimeos
2082,1355463,sbesson
2083,16430979,cccclai
2084,4223530,justinegeffen
2085,383068,maleadt
2086,51138685,poiana
2087,4379786,peastman
2088,4092083,ThuF
2089,10303732,mapx-
2090,2371880,333fred
2091,1297371,eldadfux
2092,151929,minrk
2093,1006792,yurikuzn
2094,3010154,iNikem
2095,105211,jasonvarga
2096,1828519,djhoese
2097,13153687,drewstone
2098,951129,jplatte
2099,97509,sistematico
2100,17802172,lsetiawan
2101,218554,joshuef
2102,2461932,SkySkimmer
2103,881612,meeroslav
2104,332994,reschke
2105,6416159,molpopgen
2106,9881434,dgozman
2107,883973,pavelfeldman
2108,1151557,ligurio
2109,7759102,macchiitaka
2110,1543151,chrislusf
2111,24027,bbigras
2112,16292002,cwiechmann
2113,806,znarf
2114,854359,pollend
2115,361374,bgilbert
2116,6849766,pmeier
2117,185847,cppforlife
2118,28519865,Charles-Gagnon
2119,4616906,henryiii
2120,1915288,fichtner
2121,1053245,ltalirz
2122,144328,findepi
2123,16010855,sfoslund
2124,139003,rgrinberg
2125,52746858,devbtech
2126,506932,emersion
2127,17641229,AlCalzone
2128,1319013,Ylianst
2129,148820,macobo
2130,1063656,jnewbery
2131,1445228,jessfraz
2132,31067185,ZheSun88
2133,147145,WyriHaximus
2134,64026161,victoralfaro-dotcms
2135,2585992,ellistarn
2136,1140844,ioggstream
2137,658,stephencelis
2138,17409212,arporter
2139,1532934,pgayvallet
2140,445106,PascalPrecht
2141,683300,linusnorton
2142,730123,sttts
2143,63333554,jeswr
2144,182850,Skarlso
2145,25207499,Divlo
2146,1192433,rouault
2147,2214,dwillis
2148,807447,risicle
2149,1038508,leleuj
2150,8225332,Nokel81
2151,3830050,matks
2152,8401894,dkrutskikh
2153,33176108,IamPete1
2154,411965,bader
2155,11498901,lrusso
2156,8762862,adeebshihadeh
2157,92044,jcoyne
2158,13871063,BubuntuClu
2159,900690,bpasero
2160,9584358,raviqqe
2161,18014833,MatthijsBurgh
2162,2193314,Tyriar
2163,781659,jakevdp
2164,1839234,ajwerner
2165,50121801,Sirherobrine23
2166,78197905,bigdatasourav
2167,1391051,Cadair
2168,11650339,dmitrygx
2169,180017,nashif
2170,8097890,hyrious
2171,6270048,Haroenv
2172,1360539,bacongobbler
2173,8679738,kwalcock
2174,888624,rvantonder
2175,3347559,vikram-redhat
2176,22076,pohly
2177,75337,benvanik
2178,6565744,wzshiming
2179,22092804,roman-khimov
2180,8295856,OR13
2181,30938,sullis
2182,5619476,aegershman
2183,5479063,jmarrec
2184,6791940,cderv
2185,107301,kvark
2186,1496702,hzhou
2187,1342360,anoadragon453
2188,2769109,epoberezkin
2189,10513844,jeremypw
2190,1484494,SMillerDev
2191,8326978,yaooqinn
2192,1477535,jorgeorpinel
2193,19371734,michaljurecko
2194,18750745,MichaelCurrin
2195,8620741,dnfield
2196,48833,szabgab
2197,12861981,tchaton
2198,4399574,melloware
2199,2349470,ViBiOh
2200,391987,lemire
2201,457244,michaelfig
2202,1147749,kemitix
2203,60800358,hectorkambow
2204,1392107,nabobalis
2205,90494,brentvatne
2206,2631566,ericmjl
2207,71188307,shirohoo
2208,4060207,piavgh
2209,21316537,terencechain
2210,1894,gbraad
2211,7359272,ValWood
2212,47524,blankdots
2213,182893,lucamilanesio
2214,131599,mweinelt
2215,889383,Gelio
2216,3372902,lszomoru
2217,7413593,a8m
2218,15976103,yihong0618
2219,16610213,DionneNoellaBarretto
2220,1322949,LucWollants
2221,4465050,lionel-
2222,51661,turbolent
2223,1336821,oliverlloyd
2224,2674693,WrathfulSpatula
2225,183673,janpio
2226,2566854,ilya-lavrenov
2227,655344,farfromrefug
2228,5430116,Dum4G
2229,148721,smortex
2230,15268273,y0urself
2231,31051904,fisuda
2232,2789958,advaitjain
2233,825729,sangshuduo
2234,18542095,achou11
2235,160320,lionelB
2236,103087,efritz
2237,3842474,septs
2238,2839925,richmahn
2239,677833,talldan
2240,130929,hrydgard
2241,266306,kenorb
2242,73870,paulb777
2243,5441976,wu-sheng
2244,20181,simoneb
2245,2029470,jmazzitelli
2246,3468483,Brooooooklyn
2247,6626818,tynes
2248,885054,wolfv
2249,120979,ktoso
2250,1472,radical
2251,48426654,itizawa
2252,7735048,mheon
2253,40539574,Hirrolot
