,actor_id,comment_type_num,comment_num,empty_comment_num,Issuecomment_num,PullRequestReviewcomment_num,Commitcomment_num,label
3047,1371996,2,279,0,254,25,0,Human
3048,1373887,2,3952,0,2043,1909,0,Human
3049,1374172,3,3630,0,2840,788,2,Human
3050,1378165,3,480,0,400,76,4,Human
3051,1386266,2,240,0,163,77,0,Human
3052,1387653,2,110,0,70,40,0,Human
3053,1400464,3,497,0,311,185,1,Bot
3054,1406456,3,1274,0,804,468,2,Human
3055,1408859,3,1669,0,1430,238,1,Human
3056,1410613,3,1524,0,668,854,2,Human
3057,1412254,2,1260,0,841,419,0,Human
3058,1417849,2,214,0,189,25,0,Human
3059,1424596,3,1470,0,947,522,1,Human
3060,1425259,3,254,0,213,40,1,Human
3061,1427840,2,388,0,167,221,0,Human
3062,1431969,2,645,0,522,123,0,Human
3063,1435395,3,845,0,675,164,6,Human
3064,1439229,2,1316,0,521,795,0,Human
3065,1443603,2,60,0,18,42,0,Human
3066,1443719,2,153,0,149,4,0,Human
3067,1445107,3,249,0,84,164,1,Human
3068,1445368,2,311,0,103,208,0,Human
3069,1447303,2,2364,0,2173,191,0,Human
3070,1450004,3,469,0,414,42,13,Human
3071,1467123,3,1662,0,920,741,1,Human
3072,1468240,2,176,0,133,43,0,Human
3073,1468505,2,19,0,18,1,0,Human
3074,1474303,1,141,0,141,0,0,Human
3075,1479555,2,172,0,134,38,0,Human
3076,1482859,2,175,0,37,138,0,Human
3077,1484494,3,3508,0,2196,1283,29,Human
3078,1487073,2,53,0,50,3,0,Human
3079,1490496,2,89,0,63,26,0,Human
3080,1497730,3,939,0,782,154,3,Human
3081,1500769,2,640,0,395,245,0,Human
3082,1508364,2,1741,0,1459,282,0,Human
3083,1523104,2,440,0,244,196,0,Human
3084,1525333,2,254,0,125,129,0,Human
3085,1525421,3,564,0,488,65,11,Human
3086,1530033,2,171,0,37,134,0,Human
3087,1530283,3,216,0,182,30,4,Human
3088,1532934,2,1590,0,838,752,0,Human
3089,1538165,2,1851,0,781,1070,0,Human
3090,1540469,2,149,0,113,36,0,Human
3091,1569635,3,891,0,425,465,1,Human
3092,1571408,3,1474,0,845,625,4,Human
3093,1573213,2,116,0,109,7,0,Human
3094,1581419,3,303,0,244,57,2,Human
3095,1588319,3,538,0,245,290,3,Human
3096,1616909,2,353,0,175,178,0,Human
3097,1618116,3,303,0,213,88,2,Human
3098,1623689,3,110,0,59,50,1,Human
3099,1646931,2,61,0,15,46,0,Human
3100,1672706,2,129,0,67,62,0,Human
3101,1686124,3,822,0,355,455,12,Human
3102,1688533,3,278,0,110,167,1,Human
3103,1692624,3,468,0,290,177,1,Human
3104,1694067,3,1269,0,1027,204,38,Human
3105,1696019,2,1956,0,1402,554,0,Human
3106,1697105,2,88,0,66,22,0,Human
3107,1699996,2,464,0,324,140,0,Human
3108,1700823,2,1024,0,779,245,0,Human
3109,1701473,3,1625,0,793,830,2,Human
3110,1710179,2,125,0,78,47,0,Human
3111,1714243,3,162,0,131,30,1,Human
3112,1719781,3,257,0,247,8,2,Human
3113,1721820,2,4131,0,1570,2561,0,Human
3114,1728657,3,1409,0,1016,362,31,Human
3115,1736354,3,549,0,367,181,1,Human
3116,1746272,3,1281,0,889,389,3,Human
3117,1748388,2,155,0,64,91,0,Human
3118,1757421,2,464,0,262,202,0,Human
3119,1760218,1,327,0,327,0,0,Human
3120,1761698,2,258,0,181,77,0,Human
3121,1764393,3,1006,0,802,196,8,Human
3122,1779249,1,201457,0,201457,0,0,Bot
3123,1779792,2,696,0,126,570,0,Human
3124,1786438,3,1868,0,1512,351,5,Human
3125,1795573,2,135,0,124,11,0,Human
3126,1798520,3,1809,0,1411,393,5,Human
3127,1820049,2,314,0,122,192,0,Human
3128,1821173,3,3142,0,2027,1106,9,Human
3129,1821746,3,1095,0,368,709,18,Human
3130,1826249,2,1304,0,964,340,0,Human
3131,1829294,3,947,0,589,355,3,Human
3132,1830331,2,111,0,102,9,0,Human
3133,1833023,2,554,0,303,251,0,Human
3134,1835343,3,199,0,156,42,1,Human
3135,1839101,2,1157,0,769,388,0,Human
3136,1842363,2,447,0,445,2,0,Human
3137,1847577,3,118,0,100,15,3,Human
3138,1857049,3,4634,0,4210,416,8,Human
3139,1858430,2,356,0,184,172,0,Human
3140,1867845,1,6,0,6,0,0,Human
3141,1874151,2,257,0,144,113,0,Human
3142,1884376,3,967,0,831,134,2,Human
3143,1887398,3,474,0,231,241,2,Human
3144,1896383,3,1055,0,809,245,1,Human
3145,1903556,3,656,0,498,113,45,Human
3146,1903815,2,379,0,73,306,0,Human
3147,1906689,2,66,0,55,11,0,Human
3148,1908815,2,75,0,48,27,0,Human
3149,1908898,3,441,0,296,143,2,Human
3150,1912974,2,71,0,54,17,0,Human
3151,1916073,2,114,0,14,100,0,Human
3152,1918780,2,59,0,21,38,0,Human
3153,1926390,3,1393,0,965,408,20,Human
3154,1926905,3,244,0,199,43,2,Human
3155,1927188,2,104,0,101,3,0,Human
3156,1928002,2,925,0,486,439,0,Human
3157,1931590,3,1565,0,1502,50,13,Human
3158,1931615,2,394,0,220,174,0,Human
3159,1932563,3,548,0,254,292,2,Human
3160,1937389,3,300,0,144,155,1,Human
3161,1937956,2,323,0,195,128,0,Human
3162,1940490,3,1253,0,1112,139,2,Human
3163,1945449,3,887,0,593,291,3,Human
3164,1959736,3,1292,0,1123,158,11,Human
3165,1976777,2,472,0,50,422,0,Human
3166,1980422,3,446,0,238,207,1,Human
3167,1985317,3,429,0,192,236,1,Human
3168,2010320,3,3148,0,2731,414,3,Human
3169,2011575,3,327,0,218,108,1,Human
3170,2018407,2,134,0,73,61,0,Human
3171,2036909,3,1007,0,598,407,2,Human
3174,2065803,3,522,0,348,172,2,Human
3175,2090772,3,407,0,338,67,2,Human
3176,2093023,3,501,0,345,155,1,Human
3177,2099293,2,199,0,193,6,0,Human
3178,2104453,3,583,0,393,182,8,Human
3179,2114189,2,983,0,511,472,0,Human
3180,2124984,2,614,0,552,62,0,Human
3181,2126764,2,274,0,129,145,0,Human
3182,2133137,2,24,0,14,10,0,Human
3183,2133361,3,119,0,87,31,1,Human
3184,2137763,3,1052,0,565,486,1,Human
3185,2151186,2,85,0,78,7,0,Human
3186,2153367,3,522,0,214,307,1,Human
3187,2158863,2,225,0,127,98,0,Human
3188,2168535,1,7,0,7,0,0,Human
3189,2181522,2,1488,0,1283,205,0,Human
3190,2182308,2,55,0,15,40,0,Human
3191,2184114,3,42,0,24,16,2,Human
3193,2190658,3,507,0,342,164,1,Human
3194,2212006,3,1652,0,1614,34,4,Human
3195,2215778,2,162,0,79,83,0,Human
3196,2256941,3,960,0,265,690,5,Human
3197,2280544,2,415,0,286,129,0,Human
3198,2303039,2,153,0,72,81,0,Human
3199,2307986,2,308,0,20,288,0,Human
3200,2315673,2,78,0,27,51,0,Human
3201,2333931,2,1045,0,602,443,0,Human
3202,2341877,2,147,0,22,125,0,Human
3203,2368736,2,78,0,4,74,0,Human
3204,2386768,2,372,0,206,166,0,Human
3205,2388823,1,184,0,184,0,0,Human
3206,2438855,2,59,0,43,16,0,Human
3207,2453524,3,1979,0,1285,689,5,Human
3208,2478850,2,242,0,189,53,0,Human
3209,2495321,2,244,0,58,186,0,Human
3210,2507232,2,212,0,190,22,0,Human
3211,2544323,2,973,0,883,90,0,Human
3212,2564094,2,78,0,48,30,0,Human
3213,2574275,2,635,0,392,243,0,Human
3214,2574405,3,1660,0,986,663,11,Human
3215,2604887,2,350,0,251,99,0,Human
3216,2606959,3,670,0,419,248,3,Human
3217,2607934,3,1279,0,934,344,1,Human
3218,2608468,3,505,0,340,164,1,Human
3219,2642209,3,5761,0,2590,3155,16,Human
3220,2647236,2,198,0,131,67,0,Human
3221,2673520,2,415,0,330,85,0,Human
3222,2674029,2,203,0,66,137,0,Human
3223,2690773,2,422,0,222,200,0,Human
3224,2692094,3,660,0,131,527,2,Human
3225,2694663,2,2882,0,2183,699,0,Human
3226,2711795,2,223,0,103,120,0,Human
3227,2711945,2,1066,0,91,975,0,Human
3228,2737650,2,174,0,162,12,0,Human
3229,2752495,3,482,0,167,312,3,Human
3230,2758593,3,1681,0,1116,557,8,Human
3231,2770146,2,442,0,285,157,0,Human
3232,2775157,2,225,0,79,146,0,Human
3233,2797601,2,44,0,15,29,0,Human
3234,2803503,2,156,0,141,15,0,Human
3235,2892853,3,5703,0,4941,684,78,Human
3236,2893260,3,857,0,523,331,3,Human
3237,2896623,3,1134,0,748,237,149,Human
3238,2941178,2,310,0,143,167,0,Human
3239,2969204,2,332,0,198,134,0,Human
3240,2974888,3,240,0,160,79,1,Human
3241,2985843,2,861,0,515,346,0,Human
3243,3018448,3,1487,0,448,1036,3,Human
3244,3043395,3,109,0,84,24,1,Human
3245,3050060,3,5647,0,3558,2081,8,Human
3246,3051719,2,170,0,27,143,0,Human
3247,3072861,3,1087,0,488,594,5,Human
3248,3076261,2,322,0,123,199,0,Human
3249,3097194,3,1464,0,1099,364,1,Human
3250,1475305,3,717,0,381,335,1,Human
3251,1482089,2,76,0,54,22,0,Human
3252,1486729,2,149,0,147,2,0,Human
3253,1486805,3,871,0,736,133,2,Human
3254,1490444,2,223,0,107,116,0,Human
3255,1500952,3,394,0,124,246,24,Human
3256,1507158,2,229,0,76,153,0,Human
3257,1508827,2,123,0,11,112,0,Human
3258,1512299,2,40,0,21,19,0,Human
3259,1525481,3,2065,0,1513,339,213,Human
3260,1527315,3,4590,0,3853,736,1,Human
3261,1544111,3,3847,0,2760,1080,7,Human
3262,1549571,2,1093,0,952,141,0,Human
3263,1552519,3,528,0,402,118,8,Human
3264,1554276,3,445,0,227,212,6,Human
3265,1562646,2,109,0,63,46,0,Human
3266,1569754,2,142,0,136,6,0,Human
3267,1577071,1,94,0,94,0,0,Human
3268,1577132,3,1045,0,827,210,8,Human
3269,1580956,3,2980,0,2635,337,8,Human
3270,1585431,2,546,0,441,105,0,Human
3271,1588747,2,566,0,102,464,0,Human
3272,1589480,1,18985,0,18985,0,0,Bot
3273,1595739,3,785,0,309,475,1,Human
3274,1606943,3,193,0,157,34,2,Human
3276,1616682,2,797,0,481,316,0,Human
3277,1628898,2,195,0,89,106,0,Human
3278,1629360,1,42,0,42,0,0,Human
3279,1629419,2,223,0,157,66,0,Human
3280,1632407,2,464,0,184,280,0,Human
3281,1633368,3,3473,0,1669,1801,3,Human
3282,1633401,3,1372,0,505,858,9,Human
3283,1638467,2,1386,0,313,1073,0,Human
3284,1638483,2,138,0,97,41,0,Human
3285,1647645,3,188,0,172,15,1,Human
3286,1654627,1,105,0,105,0,0,Human
3287,1656464,2,1623,0,80,1543,0,Human
3288,1659004,3,1356,0,1303,3,50,Human
3289,1659704,2,736,0,365,371,0,Human
3290,1660095,1,90,0,90,0,0,Human
3291,1662261,2,524,0,385,139,0,Human
3292,1663286,3,861,0,501,356,4,Human
3293,1664457,2,163,0,14,149,0,Human
3294,1668778,2,1519,0,842,677,0,Human
3295,1671563,2,541,0,379,162,0,Human
3296,1672581,2,395,0,210,185,0,Human
3297,1675958,3,1428,0,876,515,37,Human
3298,1676003,2,335,0,246,89,0,Human
3299,1683890,3,472,0,195,271,6,Human
3300,1692009,3,1114,0,826,266,22,Human
3301,1693688,3,289,0,149,139,1,Human
3302,1697814,2,77,0,10,67,0,Human
3303,1701815,2,588,0,402,186,0,Human
3304,1711637,2,214,0,20,194,0,Human
3305,1713708,2,783,0,247,536,0,Human
3306,1715595,2,956,0,726,230,0,Human
3307,1717248,3,405,0,221,176,8,Human
3308,1719482,2,66,0,16,50,0,Human
3309,1727427,3,473,0,305,166,2,Human
3310,1737026,3,418,0,252,164,2,Human
3311,1740859,2,739,0,703,36,0,Human
3312,1745006,3,2560,0,1854,701,5,Human
3313,1749012,3,326,0,324,1,1,Human
3314,1750815,2,472,0,295,177,0,Human
3315,1755071,3,989,0,677,309,3,Human
3316,1759681,2,281,0,99,182,0,Human
3317,1760158,3,135,0,125,1,9,Human
3318,1762463,2,153,0,57,96,0,Human
3319,1779034,2,120,0,74,46,0,Human
3320,1779129,2,150,0,89,61,0,Human
3321,1785925,3,1226,0,1081,78,67,Human
3322,1791869,2,361,0,69,292,0,Human
3323,1799196,3,200,0,178,21,1,Human
3324,1809166,3,269,0,133,133,3,Human
3325,1813008,2,957,0,558,399,0,Human
3326,1820266,2,130,0,33,97,0,Human
3327,1822286,3,285,0,211,68,6,Human
3328,1825894,2,654,0,457,197,0,Human
3329,1838041,2,78,0,61,17,0,Human
3330,1845314,2,1203,0,551,652,0,Human
3331,1849909,3,190,0,76,112,2,Human
3332,1857993,3,1427,0,806,620,1,Human
3333,1860335,3,2555,0,1273,1280,2,Human
3334,1866448,3,287,0,203,82,2,Human
3335,1869731,2,371,0,142,229,0,Human
3336,1885005,3,547,0,70,472,5,Human
3337,1888526,3,33,0,21,7,5,Human
3338,1897962,3,898,0,714,177,7,Human
3339,1899334,3,402,0,326,75,1,Human
3340,1900676,2,32,0,12,20,0,Human
3341,1907488,2,123,0,122,1,0,Human
3342,1907938,2,132,0,63,69,0,Human
3343,1916485,3,1750,0,550,1197,3,Human
3344,1924134,3,856,0,840,13,3,Human
3345,1926584,3,3251,0,3149,87,15,Human
3346,1933157,3,768,0,379,388,1,Human
3347,1938181,2,205,0,46,159,0,Human
3348,1943243,3,318,0,273,41,4,Human
3349,1943319,3,289,0,122,164,3,Human
3350,1945390,2,430,0,254,176,0,Human
3351,1957048,3,1089,0,912,174,3,Human
3352,1967266,2,213,0,112,101,0,Human
3353,1982263,1,157,0,157,0,0,Human
3354,1992658,2,32,0,14,18,0,Human
3355,1993032,1,6,0,6,0,0,Human
3356,2008881,2,1016,0,228,788,0,Human
3357,2028541,2,544,0,406,138,0,Human
3358,2041322,2,526,0,222,304,0,Human
3359,2067825,2,184,0,123,61,0,Human
3360,2070010,2,315,0,207,108,0,Human
3361,2086945,2,263,0,145,118,0,Human
3362,2090066,3,635,0,572,59,4,Human
3363,2094371,2,101,0,33,68,0,Human
3364,2102036,2,202,0,90,112,0,Human
3365,2109932,2,112,0,85,27,0,Human
3366,2110786,2,174,0,99,75,0,Human
3367,2125926,2,169,0,160,9,0,Human
3368,2129135,3,637,0,470,161,6,Human
3369,2143586,2,285,0,110,175,0,Human
3370,2146880,2,301,0,294,7,0,Human
3371,2148028,2,138,0,40,98,0,Human
3372,2148558,2,1337,0,714,623,0,Human
3373,2156688,2,70,0,62,8,0,Human
3374,2157006,2,240,0,239,1,0,Human
3375,2159081,2,297,0,237,60,0,Human
3376,2163001,2,394,0,298,96,0,Human
3377,2165663,3,695,0,523,166,6,Human
3378,2170248,2,267,0,197,70,0,Human
3379,2182116,2,151,0,34,117,0,Human
3380,2182307,2,387,0,61,326,0,Human
3381,2184312,3,825,0,670,148,7,Human
3382,2190086,2,1579,0,859,720,0,Human
3383,2193314,3,4187,0,3449,718,20,Human
3384,2202520,2,450,0,313,137,0,Human
3385,2211145,3,447,0,184,262,1,Human
3386,2219302,2,24,0,9,15,0,Human
3387,2233414,3,88,0,79,8,1,Human
3388,2239616,3,129,0,89,37,3,Human
3389,2246121,2,931,0,539,392,0,Human
3390,2256104,2,492,0,276,216,0,Human
3391,2282099,2,958,0,928,30,0,Human
3392,2344308,3,965,0,429,533,3,Human
3393,2359375,2,19,0,8,11,0,Human
3394,2366731,2,385,0,359,26,0,Human
3395,2377013,2,1057,0,328,729,0,Human
3396,2382532,3,1850,0,519,1328,3,Human
3397,2386241,3,1225,0,875,347,3,Human
3398,2388185,2,664,0,220,444,0,Human
3399,2404182,2,1787,0,1366,421,0,Human
3400,2404459,3,505,0,336,166,3,Human
3401,2415484,3,2848,0,1268,1496,84,Human
3402,2424744,2,654,0,68,586,0,Human
3403,2470398,2,28,0,8,20,0,Human
3404,2477859,2,23,0,8,15,0,Human
3405,2492783,3,1804,0,1475,317,12,Human
3406,2496231,3,211,0,166,43,2,Human
3407,2510864,2,19,0,15,4,0,Human
3408,2520413,3,1866,0,313,1551,2,Human
3409,2521628,2,152,0,102,50,0,Human
3410,2536374,2,628,0,463,165,0,Human
3411,2552837,2,1326,0,1325,0,1,Human
3412,2580396,2,895,0,487,408,0,Human
3413,2582974,1,177,0,177,0,0,Human
3414,2584963,3,6460,0,1555,4904,1,Human
3415,2598101,2,283,0,208,75,0,Human
3416,2599447,2,161,0,7,154,0,Human
3417,2612426,2,80,0,52,28,0,Human
3418,2612464,3,589,0,302,283,4,Human
3419,2644098,2,222,0,112,110,0,Human
3420,2647914,3,121,0,57,63,1,Human
3421,2680980,2,475,0,333,142,0,Human
3422,2705287,2,1127,0,1014,113,0,Human
3423,2722412,2,132,0,57,75,0,Human
3424,2727124,2,821,0,139,682,0,Human
3425,2728212,3,846,0,566,279,1,Human
3426,2732907,2,476,0,178,298,0,Human
3427,2778283,2,20,0,5,15,0,Human
3428,2790401,2,519,0,424,95,0,Human
3429,2810519,2,73,0,44,29,0,Human
3430,2817565,3,793,0,600,191,2,Human
3431,2823399,2,1452,0,1224,228,0,Human
3432,2838324,2,321,0,227,94,0,Human
3433,2838819,2,580,0,412,168,0,Human
3434,2878341,2,2156,0,980,1176,0,Human
3435,2883231,2,98,0,57,41,0,Human
3436,2913679,3,1679,0,1069,564,46,Human
3437,2951285,2,108,0,88,20,0,Human
3438,2959170,2,163,0,53,110,0,Human
3439,2965009,2,462,0,141,321,0,Human
3440,2975928,2,1436,0,471,965,0,Human
3441,2989614,2,357,0,253,104,0,Human
3442,3012099,2,457,0,257,200,0,Human
3443,3044438,2,135,0,108,27,0,Human
3444,3051672,2,86,0,74,12,0,Human
3445,3064145,2,51,0,19,32,0,Human
3446,3068563,2,305,0,171,134,0,Human
3447,3070389,2,412,0,275,137,0,Human
3448,3083633,2,353,0,221,132,0,Human
3449,3102842,2,157,0,93,64,0,Human
3450,3105979,2,635,0,222,413,0,Human
3451,3118335,3,3246,0,2009,1234,3,Human
3452,3139099,2,314,0,179,135,0,Human
3453,3172245,2,133,0,22,111,0,Human
3454,3198181,3,1355,0,507,846,2,Human
3455,3209625,3,445,0,379,65,1,Human
3456,3210701,3,2087,0,1582,504,1,Human
3457,3210731,3,162,0,82,76,4,Human
3458,3211283,2,209,0,136,73,0,Human
3459,3212452,3,104,0,80,21,3,Human
3460,3214460,3,753,0,240,512,1,Human
3461,3231765,2,92,0,62,30,0,Human
3463,3245614,3,254,0,105,147,2,Human
3464,3257770,2,83,0,68,15,0,Human
3465,3258267,3,308,0,159,148,1,Human
3466,3277648,2,575,0,184,391,0,Human
3467,3288732,2,593,0,586,7,0,Human
3468,3302433,2,103,0,39,64,0,Human
3469,3304494,2,156,0,98,58,0,Human
3470,3312245,2,84,0,39,45,0,Human
3471,3315046,2,120,0,82,38,0,Human
3472,3319142,2,449,0,10,439,0,Human
3473,3324775,2,169,0,98,71,0,Human
3474,3325189,3,1052,0,641,410,1,Human
3475,3337141,2,314,0,129,185,0,Human
3476,3372902,3,455,0,408,39,8,Human
3477,3379460,1,1,0,1,0,0,Human
3478,3390906,2,414,0,299,115,0,Human
3479,3403694,2,18,0,7,11,0,Human
3480,3404133,3,2216,0,1798,416,2,Human
3481,3410332,2,136,0,72,64,0,Human
3482,3425311,3,193,0,114,74,5,Human
3483,3427324,2,642,0,463,179,0,Human
3484,3444556,2,107,0,82,25,0,Human
3485,3450690,2,113,0,41,72,0,Human
3486,3465329,3,383,0,207,175,1,Human
3487,3490170,0,0,0,0,0,0,Bot
3488,3511026,3,1103,0,712,390,1,Human
3489,3513142,3,730,0,269,456,5,Human
3490,3521094,3,906,0,687,210,9,Human
3491,3521562,3,598,0,329,268,1,Human
3492,3536454,3,167,0,84,82,1,Human
3493,3581352,3,805,0,309,495,1,Human
3494,3588478,3,241,0,66,166,9,Human
3495,3601775,2,788,0,544,244,0,Human
3496,3607456,2,73,0,7,66,0,Human
3497,3615859,2,342,0,126,216,0,Human
3498,3646147,2,1902,0,1351,551,0,Human
3499,3646758,3,482,0,467,12,3,Human
3500,3646850,2,171,0,50,121,0,Human
3501,3661247,1,33,0,33,0,0,Human
3502,3671106,2,210,0,91,119,0,Human
3503,3682717,2,998,0,319,679,0,Human
3504,3692139,2,549,0,378,171,0,Human
3506,3705853,3,1207,0,697,500,10,Human
3507,3707657,3,243,0,22,220,1,Human
3508,3709243,2,616,0,315,301,0,Human
3509,3709715,3,2464,0,1622,823,19,Human
3510,3718355,2,319,0,103,216,0,Human
3511,3729694,2,315,0,286,29,0,Human
3512,3737780,2,40,0,16,24,0,Human
3513,3743693,3,904,0,708,195,1,Human
3514,3747241,2,440,0,327,113,0,Human
3515,3756330,2,204,0,179,25,0,Human
3516,3757771,2,2008,0,1530,478,0,Human
3517,3767150,2,238,0,139,99,0,Human
3518,3771963,3,189,0,180,7,2,Human
3519,3782274,3,1407,0,712,694,1,Human
3520,3784017,2,71,0,32,39,0,Human
3521,3801618,3,274,0,163,109,2,Human
3522,3815402,3,75,0,40,29,6,Human
3523,3819570,2,435,0,248,187,0,Human
3524,3845213,2,163,0,85,78,0,Human
3525,3856611,2,162,0,157,5,0,Human
3526,3862051,2,258,0,103,155,0,Human
3527,3874873,3,735,0,144,590,1,Human
3528,3875306,2,156,0,109,47,0,Human
3529,3876218,2,707,0,424,283,0,Human
3530,3876474,2,363,0,353,10,0,Human
3531,3884767,2,229,0,125,104,0,Human
3532,3885308,2,1300,0,603,697,0,Human
3533,3916816,2,237,0,236,1,0,Human
3534,3919677,3,604,0,329,274,1,Human
3535,3922435,2,664,0,663,1,0,Human
3536,3924815,2,879,0,304,575,0,Human
3537,3949932,3,892,0,576,315,1,Human
3538,4001424,3,149,0,73,74,2,Human
3539,4016496,2,110,0,82,28,0,Human
3540,4040733,2,10,0,3,7,0,Human
3541,4062178,2,1625,0,1150,475,0,Human
3542,4062614,2,196,0,109,87,0,Human
3543,4073354,2,112,0,48,64,0,Human
3544,4104278,2,588,0,482,106,0,Human
3545,4106672,2,1381,0,1018,363,0,Human
3546,4112856,2,101,0,43,58,0,Human
3547,4115580,3,3171,0,2566,602,3,Human
3548,4122866,3,1027,0,520,505,2,Human
3549,4147664,2,121,0,13,108,0,Human
3550,4154788,2,162,0,123,39,0,Human
3551,4156752,2,87,0,34,53,0,Human
3552,4188087,2,449,0,233,216,0,Human
3553,4210061,2,405,0,314,91,0,Human
3554,4211399,3,1484,0,647,834,3,Human
3555,4246921,2,136,0,128,8,0,Human
3556,4249331,2,141,0,71,70,0,Human
3557,4257079,2,989,0,682,307,0,Human
3558,4272069,2,76,0,4,72,0,Human
3559,4283304,2,510,0,331,179,0,Human
3560,4298547,2,277,0,129,148,0,Human
3561,4319522,3,576,0,398,169,9,Human
3562,4325700,3,238,0,223,13,2,Human
3563,4339958,3,107,0,45,61,1,Human
3564,4342104,2,6,0,4,2,0,Human
3565,4352569,2,299,0,38,261,0,Human
3566,4366369,2,126,0,70,56,0,Human
3567,4376304,2,133,0,82,51,0,Human
3568,4408379,3,1000,0,677,320,3,Human
3569,4430709,2,131,0,47,84,0,Human
3570,4450694,3,656,0,169,485,2,Human
3571,4459228,3,105,0,32,67,6,Human
3572,4488707,2,391,0,100,291,0,Human
3573,4500952,2,153,0,150,3,0,Human
3574,4503299,2,498,0,208,290,0,Human
3575,4510984,3,481,0,478,1,2,Human
3576,4523120,2,222,0,140,82,0,Human
3577,4525388,3,737,0,725,8,4,Human
3578,4544166,3,1001,0,826,141,34,Human
3579,4548408,2,1891,0,1385,506,0,Human
3580,4550621,3,1828,0,1102,724,2,Human
3581,4559103,3,1151,0,184,961,6,Human
3582,4564227,3,2468,0,1706,760,2,Human
3583,4564579,3,7868,0,2771,5069,28,Human
3584,4577037,2,417,0,380,37,0,Human
3585,4588111,2,1107,0,627,480,0,Human
3586,4601051,2,387,0,324,63,0,Human
3587,4624233,3,591,0,341,249,1,Human
3588,4627073,1,76,0,76,0,0,Human
3589,4656391,3,212,0,169,39,4,Human
3590,4656974,3,1687,0,623,1063,1,Human
3591,4659261,2,138,0,131,7,0,Human
3592,4661965,3,261,0,131,91,39,Human
3593,4665835,2,373,0,231,142,0,Human
3594,4666273,2,284,0,225,59,0,Human
3595,4720621,3,190,0,149,40,1,Human
3596,4757069,3,730,0,459,270,1,Human
3597,4782875,3,411,0,248,155,8,Human
3598,4833765,2,333,0,100,233,0,Human
3599,4849145,2,209,0,49,160,0,Human
3600,4870173,2,1873,0,739,1134,0,Human
3601,4900382,2,329,0,327,2,0,Human
3602,4926004,2,196,0,118,78,0,Human
3603,4939406,3,124,0,55,68,1,Human
3604,4951716,3,80,0,63,8,9,Human
3606,4999586,2,739,0,405,334,0,Human
3607,5019528,2,934,0,454,480,0,Human
3608,5024605,3,536,0,158,377,1,Human
3609,5025816,2,49,0,26,23,0,Human
3610,5042883,3,675,0,631,41,3,Human
3611,5047891,3,1914,0,1809,82,23,Human
3612,5057884,2,391,0,261,130,0,Human
3613,5058131,3,572,0,182,385,5,Human
3614,5082092,1,250,0,250,0,0,Human
3615,5084581,2,18,0,12,6,0,Human
3616,5102866,2,908,0,743,165,0,Human
3617,5157047,2,153,0,152,1,0,Human
3618,5163415,3,83,0,79,2,2,Human
3619,5177034,2,12,0,5,7,0,Human
3620,5184438,1,15,0,15,0,0,Bot
3621,5184844,2,151,0,19,132,0,Human
3622,5185341,2,117,0,99,18,0,Human
3623,5188868,2,217,0,120,97,0,Human
3624,5193791,3,457,0,339,116,2,Human
3625,5196885,2,1767,0,1221,546,0,Human
3626,5209952,2,1504,0,670,834,0,Human
3627,5220533,3,1691,0,697,993,1,Human
3628,5232696,2,243,0,17,226,0,Human
3629,5234427,3,3608,0,2453,1136,19,Human
3630,5239883,2,66,0,46,20,0,Human
3631,5253821,3,77,0,51,25,1,Human
3632,5258036,2,177,0,152,25,0,Human
3633,5265989,2,2661,0,956,1705,0,Human
3634,5276001,2,233,0,129,104,0,Human
3635,5292656,2,405,0,294,111,0,Human
3636,5296341,3,132,0,9,118,5,Human
3637,5313213,2,564,0,306,258,0,Human
3638,5317234,3,2750,0,2152,590,8,Human
3639,5323259,2,2000,0,1978,22,0,Human
3640,5328605,2,306,0,227,79,0,Human
3641,5361294,1,2,0,2,0,0,Human
3642,5375137,3,890,0,431,458,1,Human
3643,5384216,2,140,0,34,106,0,Human
3644,5399861,2,640,0,305,335,0,Human
3645,5400788,2,942,0,489,453,0,Human
3646,5402633,2,1698,0,826,872,0,Human
3647,5406488,2,1725,0,1011,714,0,Human
3648,5430156,2,385,0,363,22,0,Human
3649,5430778,2,354,0,151,203,0,Human
3650,5436027,2,71,0,36,35,0,Human
3651,5436999,2,813,0,193,620,0,Human
3652,5438456,3,846,0,813,32,1,Human
3653,5465514,2,265,0,258,7,0,Human
3654,5469006,2,829,0,507,322,0,Human
3655,5469809,2,855,0,159,696,0,Human
3656,5517838,3,751,0,283,467,1,Human
3657,5520054,2,368,0,197,171,0,Human
3658,5524798,2,19,0,17,2,0,Human
3659,5532241,3,372,0,228,142,2,Human
3660,5534781,3,3727,0,2855,871,1,Human
3661,5543238,2,244,0,156,88,0,Human
3662,5547783,2,695,0,334,361,0,Human
3663,5577687,2,352,0,75,277,0,Human
3664,5582709,2,407,0,124,283,0,Human
3665,5585555,2,125,0,107,18,0,Human
3666,5592465,2,654,0,335,319,0,Human
3667,5610413,2,360,0,337,23,0,Human
3668,5631091,3,230,0,138,91,1,Human
3669,5638177,2,358,0,172,186,0,Human
3670,5644458,2,767,0,681,86,0,Human
3671,5655282,3,370,0,281,86,3,Human
3672,5668787,2,799,0,675,124,0,Human
3673,5697288,2,194,0,109,85,0,Human
3674,5740567,2,382,0,223,159,0,Human
3676,5775915,2,405,0,324,81,0,Human
3677,5780272,2,345,0,235,110,0,Human
